contest_type	Contest	contest_district_type	Selection	ReportingUnit	CountItemType	Count
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Calhoun County	total	1718
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Charlotte County	total	28161
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Citrus County	total	28190
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Clay County	total	32451
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Collier County	total	42765
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Columbia County	total	10142
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Desoto County	total	3183
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Dixie County	total	2538
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Duval County	total	117067
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Escambia County	total	41041
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Flagler County	total	17705
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Franklin County	total	2030
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Gadsden County	total	7099
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Gilchrist County	total	3370
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Glades County	total	1557
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Gulf County	total	1937
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Hamilton County	total	1863
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Hardee County	total	2922
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Hendry County	total	3394
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Hernando County	total	30616
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Highlands County	total	15411
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Hillsborough County	total	211144
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Holmes County	total	2666
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Indian River County	total	26962
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Jackson County	total	6164
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Jefferson County	total	3074
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Lafayette County	total	1428
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Lake County	total	53898
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Lee County	total	90870
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Leon County	total	49708
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Levy County	total	6953
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Liberty County	total	1176
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Madison County	total	3364
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Manatee County	total	50521
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Marion County	total	56436
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Martin County	total	25892
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Miami-Dade County	total	252063
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Monroe County	total	11639
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Nassau County	total	14990
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Okaloosa County	total	26007
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Okeechobee County	total	4121
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Orange County	total	164396
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Osceola County	total	33604
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Palm Beach County	total	163226
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Pasco County	total	80379
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Pinellas County	total	174368
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Polk County	total	84780
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Putnam County	total	11658
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Santa Rosa County	total	26733
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Sarasota County	total	66897
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Seminole County	total	77130
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;St. Johns County	total	47552
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;St. Lucie County	total	42947
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Sumter County	total	23025
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Suwannee County	total	6939
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Taylor County	total	3491
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Union County	total	2076
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Volusia County	total	93766
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Wakulla County	total	6114
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Walton County	total	9722
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	No	Florida;Washington County	total	3459
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Alachua County	total	55503
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Baker County	total	5270
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Bay County	total	38784
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Bradford County	total	5337
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Brevard County	total	157144
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Broward County	total	393541
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Calhoun County	total	2459
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Charlotte County	total	51616
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Citrus County	total	37961
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Clay County	total	53563
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Collier County	total	94977
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Columbia County	total	13119
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Desoto County	total	5010
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Dixie County	total	2800
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Duval County	total	231842
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Escambia County	total	78706
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Flagler County	total	30642
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Franklin County	total	2836
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Gadsden County	total	11945
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Gilchrist County	total	3636
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Glades County	total	2046
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Gulf County	total	3430
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Hamilton County	total	2260
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Hardee County	total	3013
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Hendry County	total	4782
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Hernando County	total	44428
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Highlands County	total	21455
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Hillsborough County	total	273012
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Holmes County	total	3563
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Indian River County	total	39673
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Jackson County	total	8783
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Jefferson County	total	3778
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Lafayette County	total	1254
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Lake County	total	88693
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Lee County	total	169778
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Leon County	total	78224
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Levy County	total	9080
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Liberty County	total	1181
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Madison County	total	3766
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Manatee County	total	99490
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Marion County	total	87194
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Martin County	total	44575
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Miami-Dade County	total	483382
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Monroe County	total	21181
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Nassau County	total	25329
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Okaloosa County	total	51634
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Okeechobee County	total	6186
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Orange County	total	275231
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Osceola County	total	74230
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Palm Beach County	total	370535
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Pasco County	total	112717
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Pinellas County	total	219045
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Polk County	total	136777
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Putnam County	total	14717
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Santa Rosa County	total	44295
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Sarasota County	total	123358
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Seminole County	total	101526
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;St. Johns County	total	72469
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;St. Lucie County	total	70415
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Sumter County	total	45387
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Suwannee County	total	8149
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Taylor County	total	3947
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Union County	total	2408
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Volusia County	total	117055
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Wakulla County	total	7105
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Walton County	total	18413
BallotMeasure	Property Rights; Removal of Obsolete Provision; Criminal Statutes	state	Yes	Florida;Washington County	total	4886
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Alachua County	total	61151
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Baker County	total	3812
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Bay County	total	18813
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Bradford County	total	3681
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Brevard County	total	107193
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Broward County	total	263413
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Calhoun County	total	1455
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Charlotte County	total	27565
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Citrus County	total	20195
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Clay County	total	31992
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Collier County	total	45447
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Columbia County	total	9569
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Desoto County	total	2795
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Dixie County	total	2062
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Duval County	total	135986
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Escambia County	total	43246
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Flagler County	total	17674
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Franklin County	total	1973
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Gadsden County	total	7647
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Gilchrist County	total	2858
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Glades County	total	1208
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Gulf County	total	1696
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Hamilton County	total	1593
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Hardee County	total	2324
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Hendry County	total	2793
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Hernando County	total	26992
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Highlands County	total	14427
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Hillsborough County	total	207613
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Holmes County	total	2225
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Indian River County	total	27297
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Jackson County	total	5480
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Jefferson County	total	3087
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Lafayette County	total	1149
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Lake County	total	51950
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Lee County	total	86762
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Leon County	total	65499
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Levy County	total	6049
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Liberty County	total	902
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Madison County	total	3146
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Manatee County	total	55857
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Marion County	total	54128
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Martin County	total	26386
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Miami-Dade County	total	281743
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Monroe County	total	12891
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Nassau County	total	14832
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Okaloosa County	total	26482
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Okeechobee County	total	3569
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Orange County	total	181641
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Osceola County	total	33836
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Palm Beach County	total	217929
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Pasco County	total	73706
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Pinellas County	total	174744
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Polk County	total	79618
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Putnam County	total	10485
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Santa Rosa County	total	25249
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Sarasota County	total	86236
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Seminole County	total	83396
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;St. Johns County	total	49971
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;St. Lucie County	total	42523
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Sumter County	total	21925
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Suwannee County	total	6036
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Taylor County	total	2818
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Union County	total	1703
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Volusia County	total	107378
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Wakulla County	total	5762
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Walton County	total	9079
BallotMeasure	Rights of Crime Victims; Judges	state	No	Florida;Washington County	total	2959
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Alachua County	total	49889
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Baker County	total	6311
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Bay County	total	42001
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Bradford County	total	6359
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Brevard County	total	166734
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Broward County	total	398526
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Calhoun County	total	2930
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Charlotte County	total	56532
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Citrus County	total	48862
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Clay County	total	57860
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Collier County	total	101049
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Columbia County	total	14473
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Desoto County	total	5761
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Dixie County	total	3495
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Duval County	total	227765
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Escambia County	total	81881
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Flagler County	total	33027
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Franklin County	total	3131
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Gadsden County	total	11856
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Gilchrist County	total	4372
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Glades County	total	2537
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Gulf County	total	3890
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Hamilton County	total	2707
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Hardee County	total	3892
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Hendry County	total	5644
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Hernando County	total	51126
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Highlands County	total	24029
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Hillsborough County	total	292041
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Holmes County	total	4269
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Indian River County	total	43496
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Jackson County	total	9969
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Jefferson County	total	3996
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Lafayette County	total	1595
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Lake County	total	96308
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Lee County	total	187721
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Leon County	total	68399
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Levy County	total	10491
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Liberty County	total	1604
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Madison County	total	4209
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Manatee County	total	102028
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Marion County	total	96070
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Martin County	total	48360
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Miami-Dade County	total	466228
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Monroe County	total	21672
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Nassau County	total	27157
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Okaloosa County	total	54868
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Okeechobee County	total	7270
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Orange County	total	267893
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Osceola County	total	75460
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Palm Beach County	total	347091
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Pasco County	total	129207
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Pinellas County	total	243400
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Polk County	total	154406
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Putnam County	total	16833
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Santa Rosa County	total	48273
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Sarasota County	total	116186
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Seminole County	total	108181
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;St. Johns County	total	75635
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;St. Lucie County	total	76419
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Sumter County	total	50036
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Suwannee County	total	9464
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Taylor County	total	4856
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Union County	total	2964
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Volusia County	total	111357
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Wakulla County	total	7914
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Walton County	total	20234
BallotMeasure	Rights of Crime Victims; Judges	state	Yes	Florida;Washington County	total	5751
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Alachua County	total	36989
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Baker County	total	3324
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Bay County	total	18070
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Bradford County	total	3165
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Calhoun County	total	1699
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Clay County	total	25960
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Columbia County	total	8112
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Dixie County	total	1939
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Duval County	total	117090
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Escambia County	total	39823
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Franklin County	total	1784
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Gadsden County	total	6074
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Gilchrist County	total	2232
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Gulf County	total	2107
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Hamilton County	total	1563
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Holmes County	total	2289
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Jackson County	total	5509
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Jefferson County	total	2243
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Lafayette County	total	1094
BallotMeasure	Shall Judge Allen Winsor be retained in Office?	state	No	Florida;Leon County	total	40812
