Name	NumberElected	Office	PrimaryParty
RI House District 1	1	RI House District 1	
RI House District 2	1	RI House District 2	
RI House District 3	1	RI House District 3	
RI House District 4	1	RI House District 4	
RI House District 5	1	RI House District 5	
RI House District 6	1	RI House District 6	
RI House District 7	1	RI House District 7	
RI House District 8	1	RI House District 8	
RI House District 9	1	RI House District 9	
RI House District 10	1	RI House District 10	
RI House District 11	1	RI House District 11	
RI House District 12	1	RI House District 12	
RI House District 13	1	RI House District 13	
RI House District 14	1	RI House District 14	
RI House District 15	1	RI House District 15	
RI House District 16	1	RI House District 16	
RI House District 17	1	RI House District 17	
RI House District 18	1	RI House District 18	
RI House District 19	1	RI House District 19	
RI House District 20	1	RI House District 20	
RI House District 21	1	RI House District 21	
RI House District 22	1	RI House District 22	
RI House District 23	1	RI House District 23	
RI House District 24	1	RI House District 24	
RI House District 25	1	RI House District 25	
RI House District 26	1	RI House District 26	
RI House District 27	1	RI House District 27	
RI House District 28	1	RI House District 28	
RI House District 29	1	RI House District 29	
RI House District 30	1	RI House District 30	
RI House District 31	1	RI House District 31	
RI House District 32	1	RI House District 32	
RI House District 33	1	RI House District 33	
RI House District 34	1	RI House District 34	
RI House District 35	1	RI House District 35	
RI House District 36	1	RI House District 36	
RI House District 37	1	RI House District 37	
RI House District 38	1	RI House District 38	
RI House District 39	1	RI House District 39	
RI House District 40	1	RI House District 40	
RI House District 41	1	RI House District 41	
RI House District 42	1	RI House District 42	
RI House District 43	1	RI House District 43	
RI House District 44	1	RI House District 44	
RI House District 45	1	RI House District 45	
RI House District 46	1	RI House District 46	
RI House District 47	1	RI House District 47	
RI House District 48	1	RI House District 48	
RI House District 49	1	RI House District 49	
RI House District 50	1	RI House District 50	
RI House District 51	1	RI House District 51	
RI House District 52	1	RI House District 52	
RI House District 53	1	RI House District 53	
RI House District 54	1	RI House District 54	
RI House District 55	1	RI House District 55	
RI House District 56	1	RI House District 56	
RI House District 57	1	RI House District 57	
RI House District 58	1	RI House District 58	
RI House District 59	1	RI House District 59	
RI House District 60	1	RI House District 60	
RI House District 61	1	RI House District 61	
RI House District 62	1	RI House District 62	
RI House District 63	1	RI House District 63	
RI House District 64	1	RI House District 64	
RI House District 65	1	RI House District 65	
RI House District 66	1	RI House District 66	
RI House District 67	1	RI House District 67	
RI House District 68	1	RI House District 68	
RI House District 69	1	RI House District 69	
RI House District 70	1	RI House District 70	
RI House District 71	1	RI House District 71	
RI House District 72	1	RI House District 72	
RI House District 73	1	RI House District 73	
RI House District 74	1	RI House District 74	
RI House District 75	1	RI House District 75	
RI Senate District 1	1	RI Senate District 1	
RI Senate District 2	1	RI Senate District 2	
RI Senate District 3	1	RI Senate District 3	
RI Senate District 4	1	RI Senate District 4	
RI Senate District 5	1	RI Senate District 5	
RI Senate District 6	1	RI Senate District 6	
RI Senate District 7	1	RI Senate District 7	
RI Senate District 8	1	RI Senate District 8	
RI Senate District 9	1	RI Senate District 9	
RI Senate District 10	1	RI Senate District 10	
RI Senate District 11	1	RI Senate District 11	
RI Senate District 12	1	RI Senate District 12	
RI Senate District 13	1	RI Senate District 13	
RI Senate District 14	1	RI Senate District 14	
RI Senate District 15	1	RI Senate District 15	
RI Senate District 16	1	RI Senate District 16	
RI Senate District 17	1	RI Senate District 17	
RI Senate District 18	1	RI Senate District 18	
RI Senate District 19	1	RI Senate District 19	
RI Senate District 20	1	RI Senate District 20	
RI Senate District 21	1	RI Senate District 21	
RI Senate District 22	1	RI Senate District 22	
RI Senate District 23	1	RI Senate District 23	
RI Senate District 24	1	RI Senate District 24	
RI Senate District 25	1	RI Senate District 25	
RI Senate District 26	1	RI Senate District 26	
RI Senate District 27	1	RI Senate District 27	
RI Senate District 28	1	RI Senate District 28	
RI Senate District 29	1	RI Senate District 29	
RI Senate District 30	1	RI Senate District 30	
RI Senate District 31	1	RI Senate District 31	
RI Senate District 32	1	RI Senate District 32	
RI Senate District 33	1	RI Senate District 33	
RI Senate District 34	1	RI Senate District 34	
RI Senate District 35	1	RI Senate District 35	
RI Senate District 36	1	RI Senate District 36	
RI Senate District 37	1	RI Senate District 37	
RI Senate District 38	1	RI Senate District 38	
US House RI District 1	1	US House RI District 1	
US House RI District 2	1	US House RI District 2
US President (RI)	1	US President (RI)
RI Governor	1	RI Governor	
US Senate RI	1	US Senate RI	
RI Attorney General	1	RI Attorney General	
RI Lieutenant Governor	1	RI Lieutenant Governor	
RI Treasurer	1	RI Treasurer	
RI Secretary of State	1	RI Secretary of State	
