Table	Name	ExternalIdentifierType	ExternalIdentifierValue
Office	Maryland;State Legislature Senate District 5	md_general	State Senator District 5
Office	Maryland;State Legislature Senate District 6	md_general	State Senator District 6
Office	Maryland;State Legislature Senate District 7	md_general	State Senator District 7
Office	Maryland;State Legislature Senate District 8	md_general	State Senator District 8
Office	Maryland;State Legislature Senate District 9	md_general	State Senator District 9
ReportingUnit	Maryland;Allegany County	md_general	1
ReportingUnit	Maryland;Anne Arundel County	md_general	2
ReportingUnit	Maryland;Baltimore City	md_general	3
ReportingUnit	Maryland;Baltimore County	md_general	4
ReportingUnit	Maryland;Calvert County	md_general	5
ReportingUnit	Maryland;Caroline County	md_general	6
ReportingUnit	Maryland;Carroll County	md_general	7
ReportingUnit	Maryland;Cecil County	md_general	8
ReportingUnit	Maryland;Charles County	md_general	9
ReportingUnit	Maryland;Dorchester County	md_general	10
ReportingUnit	Maryland;Frederick County	md_general	11
ReportingUnit	Maryland;Garrett County	md_general	12
ReportingUnit	Maryland;Harford County	md_general	13
ReportingUnit	Maryland;Howard County	md_general	14
ReportingUnit	Maryland;Kent County	md_general	15
ReportingUnit	Maryland;Montgomery County	md_general	16
ReportingUnit	Maryland;Prince George's County	md_general	17
ReportingUnit	Maryland;Queen Anne's County	md_general	18
ReportingUnit	Maryland;St. Mary's County	md_general	19
ReportingUnit	Maryland;Somerset County	md_general	20
ReportingUnit	Maryland;Talbot County	md_general	21
ReportingUnit	Maryland;Washington County	md_general	22
ReportingUnit	Maryland;Wicomico County	md_general	23
ReportingUnit	Maryland;Worcester County	md_general	24
ReportingUnit	Maryland;Allegany County;Election District 1	md_general	1;1
ReportingUnit	Maryland;Allegany County;Election District 2	md_general	1;2
ReportingUnit	Maryland;Allegany County;Election District 3	md_general	1;3
ReportingUnit	Maryland;Allegany County;Election District 4	md_general	1;4
ReportingUnit	Maryland;Allegany County;Election District 5	md_general	1;5
ReportingUnit	Maryland;Allegany County;Election District 6	md_general	1;6
ReportingUnit	Maryland;Allegany County;Election District 7	md_general	1;7
ReportingUnit	Maryland;Allegany County;Election District 8	md_general	1;8
ReportingUnit	Maryland;Allegany County;Election District 9	md_general	1;9
ReportingUnit	Maryland;Allegany County;Election District 10	md_general	1;10
ReportingUnit	Maryland;Allegany County;Election District 11	md_general	1;11
ReportingUnit	Maryland;Allegany County;Election District 12	md_general	1;12
ReportingUnit	Maryland;Allegany County;Election District 13	md_general	1;13
ReportingUnit	Maryland;Allegany County;Election District 14	md_general	1;14
ReportingUnit	Maryland;Allegany County;Election District 16	md_general	1;16
ReportingUnit	Maryland;Allegany County;Election District 18	md_general	1;18
ReportingUnit	Maryland;Allegany County;Election District 20	md_general	1;20
ReportingUnit	Maryland;Allegany County;Election District 21	md_general	1;21
ReportingUnit	Maryland;Allegany County;Election District 22	md_general	1;22
ReportingUnit	Maryland;Allegany County;Election District 23	md_general	1;23
ReportingUnit	Maryland;Allegany County;Election District 24	md_general	1;24
ReportingUnit	Maryland;Allegany County;Election District 26	md_general	1;26
ReportingUnit	Maryland;Allegany County;Election District 29	md_general	1;29
ReportingUnit	Maryland;Allegany County;Election District 31	md_general	1;31
ReportingUnit	Maryland;Allegany County;Election District 34	md_general	1;34
ReportingUnit	Maryland;Anne Arundel County;Election District 1	md_general	2;1
ReportingUnit	Maryland;Anne Arundel County;Election District 2	md_general	2;2
ReportingUnit	Maryland;Anne Arundel County;Election District 3	md_general	2;3
ReportingUnit	Maryland;Anne Arundel County;Election District 4	md_general	2;4
ReportingUnit	Maryland;Anne Arundel County;Election District 5	md_general	2;5
ReportingUnit	Maryland;Anne Arundel County;Election District 6	md_general	2;6
ReportingUnit	Maryland;Anne Arundel County;Election District 7	md_general	2;7
ReportingUnit	Maryland;Baltimore City;Election District 1	md_general	3;1
ReportingUnit	Maryland;Baltimore City;Election District 2	md_general	3;2
ReportingUnit	Maryland;Baltimore City;Election District 3	md_general	3;3
ReportingUnit	Maryland;Baltimore City;Election District 4	md_general	3;4
ReportingUnit	Maryland;Baltimore City;Election District 5	md_general	3;5
ReportingUnit	Maryland;Baltimore City;Election District 6	md_general	3;6
ReportingUnit	Maryland;Baltimore City;Election District 7	md_general	3;7
ReportingUnit	Maryland;Baltimore City;Election District 8	md_general	3;8
ReportingUnit	Maryland;Baltimore City;Election District 9	md_general	3;9
ReportingUnit	Maryland;Baltimore City;Election District 10	md_general	3;10
ReportingUnit	Maryland;Baltimore City;Election District 11	md_general	3;11
ReportingUnit	Maryland;Baltimore City;Election District 12	md_general	3;12
ReportingUnit	Maryland;Baltimore City;Election District 13	md_general	3;13
ReportingUnit	Maryland;Baltimore City;Election District 14	md_general	3;14
ReportingUnit	Maryland;Baltimore City;Election District 15	md_general	3;15
ReportingUnit	Maryland;Baltimore City;Election District 16	md_general	3;16
ReportingUnit	Maryland;Baltimore City;Election District 17	md_general	3;17
ReportingUnit	Maryland;Baltimore City;Election District 18	md_general	3;18
ReportingUnit	Maryland;Baltimore City;Election District 19	md_general	3;19
ReportingUnit	Maryland;Baltimore City;Election District 20	md_general	3;20
ReportingUnit	Maryland;Baltimore City;Election District 21	md_general	3;21
ReportingUnit	Maryland;Baltimore City;Election District 22	md_general	3;22
ReportingUnit	Maryland;Baltimore City;Election District 23	md_general	3;23
ReportingUnit	Maryland;Baltimore City;Election District 24	md_general	3;24
ReportingUnit	Maryland;Baltimore City;Election District 25	md_general	3;25
ReportingUnit	Maryland;Baltimore City;Election District 26	md_general	3;26
ReportingUnit	Maryland;Baltimore City;Election District 27	md_general	3;27
ReportingUnit	Maryland;Baltimore City;Election District 28	md_general	3;28
ReportingUnit	Maryland;Baltimore County;Election District 1	md_general	4;1
ReportingUnit	Maryland;Baltimore County;Election District 2	md_general	4;2
ReportingUnit	Maryland;Baltimore County;Election District 3	md_general	4;3
ReportingUnit	Maryland;Baltimore County;Election District 4	md_general	4;4
ReportingUnit	Maryland;Baltimore County;Election District 5	md_general	4;5
ReportingUnit	Maryland;Baltimore County;Election District 6	md_general	4;6
ReportingUnit	Maryland;Baltimore County;Election District 7	md_general	4;7
ReportingUnit	Maryland;Baltimore County;Election District 8	md_general	4;8
ReportingUnit	Maryland;Baltimore County;Election District 9	md_general	4;9
ReportingUnit	Maryland;Baltimore County;Election District 10	md_general	4;10
ReportingUnit	Maryland;Baltimore County;Election District 11	md_general	4;11
ReportingUnit	Maryland;Baltimore County;Election District 12	md_general	4;12
ReportingUnit	Maryland;Baltimore County;Election District 13	md_general	4;13
ReportingUnit	Maryland;Baltimore County;Election District 14	md_general	4;14
ReportingUnit	Maryland;Baltimore County;Election District 15	md_general	4;15
ReportingUnit	Maryland;Calvert County;Election District 1	md_general	5;1
ReportingUnit	Maryland;Calvert County;Election District 2	md_general	5;2
ReportingUnit	Maryland;Calvert County;Election District 3	md_general	5;3
ReportingUnit	Maryland;Caroline County;Election District 1	md_general	6;1
ReportingUnit	Maryland;Caroline County;Election District 2	md_general	6;2
ReportingUnit	Maryland;Caroline County;Election District 3	md_general	6;3
ReportingUnit	Maryland;Caroline County;Election District 4	md_general	6;4
ReportingUnit	Maryland;Caroline County;Election District 5	md_general	6;5
ReportingUnit	Maryland;Caroline County;Election District 6	md_general	6;6
ReportingUnit	Maryland;Caroline County;Election District 7	md_general	6;7
ReportingUnit	Maryland;Caroline County;Election District 8	md_general	6;8
ReportingUnit	Maryland;Carroll County;Election District 1	md_general	7;1
ReportingUnit	Maryland;Carroll County;Election District 2	md_general	7;2
ReportingUnit	Maryland;Carroll County;Election District 3	md_general	7;3
ReportingUnit	Maryland;Carroll County;Election District 4	md_general	7;4
ReportingUnit	Maryland;Carroll County;Election District 5	md_general	7;5
ReportingUnit	Maryland;Carroll County;Election District 6	md_general	7;6
ReportingUnit	Maryland;Carroll County;Election District 7	md_general	7;7
ReportingUnit	Maryland;Carroll County;Election District 8	md_general	7;8
ReportingUnit	Maryland;Carroll County;Election District 9	md_general	7;9
ReportingUnit	Maryland;Carroll County;Election District 10	md_general	7;10
ReportingUnit	Maryland;Carroll County;Election District 11	md_general	7;11
ReportingUnit	Maryland;Carroll County;Election District 12	md_general	7;12
ReportingUnit	Maryland;Carroll County;Election District 13	md_general	7;13
ReportingUnit	Maryland;Carroll County;Election District 14	md_general	7;14
ReportingUnit	Maryland;Cecil County;Election District 1	md_general	8;1
ReportingUnit	Maryland;Cecil County;Election District 2	md_general	8;2
ReportingUnit	Maryland;Cecil County;Election District 3	md_general	8;3
ReportingUnit	Maryland;Cecil County;Election District 4	md_general	8;4
ReportingUnit	Maryland;Cecil County;Election District 5	md_general	8;5
ReportingUnit	Maryland;Cecil County;Election District 6	md_general	8;6
ReportingUnit	Maryland;Cecil County;Election District 7	md_general	8;7
ReportingUnit	Maryland;Cecil County;Election District 8	md_general	8;8
ReportingUnit	Maryland;Cecil County;Election District 9	md_general	8;9
ReportingUnit	Maryland;Charles County;Election District 1	md_general	9;1
ReportingUnit	Maryland;Charles County;Election District 2	md_general	9;2
ReportingUnit	Maryland;Charles County;Election District 3	md_general	9;3
ReportingUnit	Maryland;Charles County;Election District 4	md_general	9;4
ReportingUnit	Maryland;Charles County;Election District 5	md_general	9;5
ReportingUnit	Maryland;Charles County;Election District 6	md_general	9;6
ReportingUnit	Maryland;Charles County;Election District 7	md_general	9;7
ReportingUnit	Maryland;Charles County;Election District 8	md_general	9;8
ReportingUnit	Maryland;Charles County;Election District 9	md_general	9;9
ReportingUnit	Maryland;Charles County;Election District 10	md_general	9;10
ReportingUnit	Maryland;Dorchester County;Election District 1	md_general	10;1
ReportingUnit	Maryland;Dorchester County;Election District 2	md_general	10;2
ReportingUnit	Maryland;Dorchester County;Election District 3	md_general	10;3
ReportingUnit	Maryland;Dorchester County;Election District 4	md_general	10;4
ReportingUnit	Maryland;Dorchester County;Election District 5	md_general	10;5
ReportingUnit	Maryland;Dorchester County;Election District 6	md_general	10;6
ReportingUnit	Maryland;Dorchester County;Election District 7	md_general	10;7
ReportingUnit	Maryland;Dorchester County;Election District 8	md_general	10;8
ReportingUnit	Maryland;Dorchester County;Election District 9	md_general	10;9
ReportingUnit	Maryland;Dorchester County;Election District 10	md_general	10;10
ReportingUnit	Maryland;Dorchester County;Election District 11	md_general	10;11
ReportingUnit	Maryland;Dorchester County;Election District 12	md_general	10;12
ReportingUnit	Maryland;Dorchester County;Election District 13	md_general	10;13
ReportingUnit	Maryland;Dorchester County;Election District 14	md_general	10;14
ReportingUnit	Maryland;Dorchester County;Election District 15	md_general	10;15
ReportingUnit	Maryland;Dorchester County;Election District 16	md_general	10;16
ReportingUnit	Maryland;Dorchester County;Election District 17	md_general	10;17
ReportingUnit	Maryland;Dorchester County;Election District 18	md_general	10;18
ReportingUnit	Maryland;Frederick County;Election District 1	md_general	11;1
ReportingUnit	Maryland;Frederick County;Election District 2	md_general	11;2
ReportingUnit	Maryland;Frederick County;Election District 3	md_general	11;3
ReportingUnit	Maryland;Frederick County;Election District 4	md_general	11;4
ReportingUnit	Maryland;Frederick County;Election District 5	md_general	11;5
ReportingUnit	Maryland;Frederick County;Election District 6	md_general	11;6
ReportingUnit	Maryland;Frederick County;Election District 7	md_general	11;7
ReportingUnit	Maryland;Frederick County;Election District 8	md_general	11;8
ReportingUnit	Maryland;Frederick County;Election District 9	md_general	11;9
ReportingUnit	Maryland;Frederick County;Election District 10	md_general	11;10
ReportingUnit	Maryland;Frederick County;Election District 11	md_general	11;11
ReportingUnit	Maryland;Frederick County;Election District 12	md_general	11;12
ReportingUnit	Maryland;Frederick County;Election District 13	md_general	11;13
ReportingUnit	Maryland;Frederick County;Election District 14	md_general	11;14
ReportingUnit	Maryland;Frederick County;Election District 15	md_general	11;15
ReportingUnit	Maryland;Frederick County;Election District 16	md_general	11;16
ReportingUnit	Maryland;Frederick County;Election District 17	md_general	11;17
ReportingUnit	Maryland;Frederick County;Election District 18	md_general	11;18
ReportingUnit	Maryland;Frederick County;Election District 19	md_general	11;19
ReportingUnit	Maryland;Frederick County;Election District 20	md_general	11;20
ReportingUnit	Maryland;Frederick County;Election District 21	md_general	11;21
ReportingUnit	Maryland;Frederick County;Election District 22	md_general	11;22
ReportingUnit	Maryland;Frederick County;Election District 23	md_general	11;23
ReportingUnit	Maryland;Frederick County;Election District 24	md_general	11;24
ReportingUnit	Maryland;Frederick County;Election District 25	md_general	11;25
ReportingUnit	Maryland;Frederick County;Election District 26	md_general	11;26
ReportingUnit	Maryland;Garrett County;Election District 1	md_general	12;1
ReportingUnit	Maryland;Garrett County;Election District 2	md_general	12;2
ReportingUnit	Maryland;Garrett County;Election District 3	md_general	12;3
ReportingUnit	Maryland;Garrett County;Election District 4	md_general	12;4
ReportingUnit	Maryland;Garrett County;Election District 5	md_general	12;5
ReportingUnit	Maryland;Garrett County;Election District 6	md_general	12;6
ReportingUnit	Maryland;Garrett County;Election District 7	md_general	12;7
ReportingUnit	Maryland;Garrett County;Election District 8	md_general	12;8
ReportingUnit	Maryland;Garrett County;Election District 9	md_general	12;9
ReportingUnit	Maryland;Garrett County;Election District 10	md_general	12;10
ReportingUnit	Maryland;Garrett County;Election District 11	md_general	12;11
ReportingUnit	Maryland;Garrett County;Election District 12	md_general	12;12
ReportingUnit	Maryland;Garrett County;Election District 13	md_general	12;13
ReportingUnit	Maryland;Garrett County;Election District 14	md_general	12;14
ReportingUnit	Maryland;Garrett County;Election District 15	md_general	12;15
ReportingUnit	Maryland;Garrett County;Election District 16	md_general	12;16
ReportingUnit	Maryland;Harford County;Election District 1	md_general	13;1
ReportingUnit	Maryland;Harford County;Election District 2	md_general	13;2
ReportingUnit	Maryland;Harford County;Election District 3	md_general	13;3
ReportingUnit	Maryland;Harford County;Election District 4	md_general	13;4
ReportingUnit	Maryland;Harford County;Election District 5	md_general	13;5
ReportingUnit	Maryland;Harford County;Election District 6	md_general	13;6
ReportingUnit	Maryland;Howard County;Election District 1	md_general	14;1
ReportingUnit	Maryland;Howard County;Election District 2	md_general	14;2
ReportingUnit	Maryland;Howard County;Election District 3	md_general	14;3
ReportingUnit	Maryland;Howard County;Election District 4	md_general	14;4
ReportingUnit	Maryland;Howard County;Election District 5	md_general	14;5
ReportingUnit	Maryland;Howard County;Election District 6	md_general	14;6
ReportingUnit	Maryland;Kent County;Election District 1	md_general	15;1
ReportingUnit	Maryland;Kent County;Election District 2	md_general	15;2
ReportingUnit	Maryland;Kent County;Election District 3	md_general	15;3
ReportingUnit	Maryland;Kent County;Election District 4	md_general	15;4
ReportingUnit	Maryland;Kent County;Election District 5	md_general	15;5
ReportingUnit	Maryland;Kent County;Election District 6	md_general	15;6
ReportingUnit	Maryland;Kent County;Election District 7	md_general	15;7
ReportingUnit	Maryland;Montgomery County;Election District 1	md_general	16;1
ReportingUnit	Maryland;Montgomery County;Election District 2	md_general	16;2
ReportingUnit	Maryland;Montgomery County;Election District 3	md_general	16;3
ReportingUnit	Maryland;Montgomery County;Election District 4	md_general	16;4
ReportingUnit	Maryland;Montgomery County;Election District 5	md_general	16;5
ReportingUnit	Maryland;Montgomery County;Election District 6	md_general	16;6
ReportingUnit	Maryland;Montgomery County;Election District 7	md_general	16;7
ReportingUnit	Maryland;Montgomery County;Election District 8	md_general	16;8
ReportingUnit	Maryland;Montgomery County;Election District 9	md_general	16;9
ReportingUnit	Maryland;Montgomery County;Election District 10	md_general	16;10
ReportingUnit	Maryland;Montgomery County;Election District 11	md_general	16;11
ReportingUnit	Maryland;Montgomery County;Election District 12	md_general	16;12
ReportingUnit	Maryland;Montgomery County;Election District 13	md_general	16;13
ReportingUnit	Maryland;Prince George's County;Election District 1	md_general	17;1
ReportingUnit	Maryland;Prince George's County;Election District 2	md_general	17;2
ReportingUnit	Maryland;Prince George's County;Election District 3	md_general	17;3
ReportingUnit	Maryland;Prince George's County;Election District 4	md_general	17;4
ReportingUnit	Maryland;Prince George's County;Election District 5	md_general	17;5
ReportingUnit	Maryland;Prince George's County;Election District 6	md_general	17;6
ReportingUnit	Maryland;Prince George's County;Election District 7	md_general	17;7
ReportingUnit	Maryland;Prince George's County;Election District 8	md_general	17;8
ReportingUnit	Maryland;Prince George's County;Election District 9	md_general	17;9
ReportingUnit	Maryland;Prince George's County;Election District 10	md_general	17;10
ReportingUnit	Maryland;Prince George's County;Election District 11	md_general	17;11
ReportingUnit	Maryland;Prince George's County;Election District 12	md_general	17;12
ReportingUnit	Maryland;Prince George's County;Election District 13	md_general	17;13
ReportingUnit	Maryland;Prince George's County;Election District 14	md_general	17;14
ReportingUnit	Maryland;Prince George's County;Election District 15	md_general	17;15
ReportingUnit	Maryland;Prince George's County;Election District 16	md_general	17;16
ReportingUnit	Maryland;Prince George's County;Election District 17	md_general	17;17
ReportingUnit	Maryland;Prince George's County;Election District 18	md_general	17;18
ReportingUnit	Maryland;Prince George's County;Election District 19	md_general	17;19
ReportingUnit	Maryland;Prince George's County;Election District 20	md_general	17;20
ReportingUnit	Maryland;Prince George's County;Election District 21	md_general	17;21
ReportingUnit	Maryland;Queen Anne's County;Election District 1	md_general	18;1
ReportingUnit	Maryland;Queen Anne's County;Election District 2	md_general	18;2
ReportingUnit	Maryland;Queen Anne's County;Election District 3	md_general	18;3
ReportingUnit	Maryland;Queen Anne's County;Election District 4	md_general	18;4
ReportingUnit	Maryland;Queen Anne's County;Election District 5	md_general	18;5
ReportingUnit	Maryland;Queen Anne's County;Election District 6	md_general	18;6
ReportingUnit	Maryland;Queen Anne's County;Election District 7	md_general	18;7
ReportingUnit	Maryland;St. Mary's County;Election District 1	md_general	19;1
ReportingUnit	Maryland;St. Mary's County;Election District 2	md_general	19;2
ReportingUnit	Maryland;St. Mary's County;Election District 3	md_general	19;3
ReportingUnit	Maryland;St. Mary's County;Election District 4	md_general	19;4
ReportingUnit	Maryland;St. Mary's County;Election District 5	md_general	19;5
ReportingUnit	Maryland;St. Mary's County;Election District 6	md_general	19;6
ReportingUnit	Maryland;St. Mary's County;Election District 7	md_general	19;7
ReportingUnit	Maryland;St. Mary's County;Election District 8	md_general	19;8
ReportingUnit	Maryland;St. Mary's County;Election District 9	md_general	19;9
ReportingUnit	Maryland;Somerset County;Election District 1	md_general	20;1
ReportingUnit	Maryland;Somerset County;Election District 2	md_general	20;2
ReportingUnit	Maryland;Somerset County;Election District 3	md_general	20;3
ReportingUnit	Maryland;Somerset County;Election District 4	md_general	20;4
ReportingUnit	Maryland;Somerset County;Election District 5	md_general	20;5
ReportingUnit	Maryland;Somerset County;Election District 6	md_general	20;6
ReportingUnit	Maryland;Somerset County;Election District 7	md_general	20;7
ReportingUnit	Maryland;Somerset County;Election District 8	md_general	20;8
ReportingUnit	Maryland;Somerset County;Election District 9	md_general	20;9
ReportingUnit	Maryland;Somerset County;Election District 10	md_general	20;10
ReportingUnit	Maryland;Somerset County;Election District 11	md_general	20;11
ReportingUnit	Maryland;Somerset County;Election District 12	md_general	20;12
ReportingUnit	Maryland;Somerset County;Election District 13	md_general	20;13
ReportingUnit	Maryland;Somerset County;Election District 14	md_general	20;14
ReportingUnit	Maryland;Somerset County;Election District 15	md_general	20;15
ReportingUnit	Maryland;Talbot County;Election District 1	md_general	21;1
ReportingUnit	Maryland;Talbot County;Election District 2	md_general	21;2
ReportingUnit	Maryland;Talbot County;Election District 3	md_general	21;3
ReportingUnit	Maryland;Talbot County;Election District 4	md_general	21;4
ReportingUnit	Maryland;Talbot County;Election District 5	md_general	21;5
ReportingUnit	Maryland;Washington County;Election District 1	md_general	22;1
ReportingUnit	Maryland;Washington County;Election District 2	md_general	22;2
ReportingUnit	Maryland;Washington County;Election District 3	md_general	22;3
ReportingUnit	Maryland;Washington County;Election District 4	md_general	22;4
ReportingUnit	Maryland;Washington County;Election District 5	md_general	22;5
ReportingUnit	Maryland;Washington County;Election District 6	md_general	22;6
ReportingUnit	Maryland;Washington County;Election District 7	md_general	22;7
ReportingUnit	Maryland;Washington County;Election District 8	md_general	22;8
ReportingUnit	Maryland;Washington County;Election District 9	md_general	22;9
ReportingUnit	Maryland;Washington County;Election District 10	md_general	22;10
ReportingUnit	Maryland;Washington County;Election District 11	md_general	22;11
ReportingUnit	Maryland;Washington County;Election District 12	md_general	22;12
ReportingUnit	Maryland;Washington County;Election District 13	md_general	22;13
ReportingUnit	Maryland;Washington County;Election District 14	md_general	22;14
ReportingUnit	Maryland;Washington County;Election District 15	md_general	22;15
ReportingUnit	Maryland;Washington County;Election District 16	md_general	22;16
ReportingUnit	Maryland;Washington County;Election District 17	md_general	22;17
ReportingUnit	Maryland;Washington County;Election District 18	md_general	22;18
ReportingUnit	Maryland;Washington County;Election District 19	md_general	22;19
ReportingUnit	Maryland;Washington County;Election District 20	md_general	22;20
ReportingUnit	Maryland;Washington County;Election District 21	md_general	22;21
ReportingUnit	Maryland;Washington County;Election District 22	md_general	22;22
ReportingUnit	Maryland;Washington County;Election District 23	md_general	22;23
ReportingUnit	Maryland;Washington County;Election District 24	md_general	22;24
ReportingUnit	Maryland;Washington County;Election District 25	md_general	22;25
ReportingUnit	Maryland;Washington County;Election District 26	md_general	22;26
ReportingUnit	Maryland;Washington County;Election District 27	md_general	22;27
ReportingUnit	Maryland;Wicomico County;Election District 1	md_general	23;1
ReportingUnit	Maryland;Wicomico County;Election District 2	md_general	23;2
ReportingUnit	Maryland;Wicomico County;Election District 4	md_general	23;4
ReportingUnit	Maryland;Wicomico County;Election District 5	md_general	23;5
ReportingUnit	Maryland;Wicomico County;Election District 6	md_general	23;6
ReportingUnit	Maryland;Wicomico County;Election District 7	md_general	23;7
ReportingUnit	Maryland;Wicomico County;Election District 8	md_general	23;8
ReportingUnit	Maryland;Wicomico County;Election District 9	md_general	23;9
ReportingUnit	Maryland;Wicomico County;Election District 10	md_general	23;10
ReportingUnit	Maryland;Wicomico County;Election District 11	md_general	23;11
ReportingUnit	Maryland;Wicomico County;Election District 13	md_general	23;13
ReportingUnit	Maryland;Wicomico County;Election District 14	md_general	23;14
ReportingUnit	Maryland;Wicomico County;Election District 15	md_general	23;15
ReportingUnit	Maryland;Wicomico County;Election District 16	md_general	23;16
ReportingUnit	Maryland;Wicomico County;Election District 17	md_general	23;17
ReportingUnit	Maryland;Worcester County;Election District 1	md_general	24;1
ReportingUnit	Maryland;Worcester County;Election District 2	md_general	24;2
ReportingUnit	Maryland;Worcester County;Election District 3	md_general	24;3
ReportingUnit	Maryland;Worcester County;Election District 4	md_general	24;4
ReportingUnit	Maryland;Worcester County;Election District 5	md_general	24;5
ReportingUnit	Maryland;Worcester County;Election District 6	md_general	24;6
ReportingUnit	Maryland;Worcester County;Election District 7	md_general	24;7
Party	Maryland Democratic Party	md_general	DEM
Party	Maryland Libertarian Party	md_general	LIB
Party	Maryland Green Party	md_general	GRN
Party	Maryland Republican Party	md_general	REP
Party	Maryland BOT	md_general	BOT
Party	Maryland UNF	md_general	UNF
Election	General Election 2018-11-06	md_general	11/6/2018
CandidateContest	Maryland;US Congress House of Representatives District 1	md_general	Representative in Congress District 1
CandidateContest	Maryland;US Congress House of Representatives District 2	md_general	Representative in Congress District 2
CandidateContest	Maryland;US Congress House of Representatives District 3	md_general	Representative in Congress District 3
CandidateContest	Maryland;US Congress House of Representatives District 4	md_general	Representative in Congress District 4
CandidateContest	Maryland;US Congress House of Representatives District 5	md_general	Representative in Congress District 5
CandidateContest	Maryland;US Congress House of Representatives District 6	md_general	Representative in Congress District 6
CandidateContest	Maryland;US Congress House of Representatives District 7	md_general	Representative in Congress District 7
CandidateContest	Maryland;US Congress House of Representatives District 8	md_general	Representative in Congress District 8
CandidateContest	Maryland;Governor / Lt. Governor 	md_general	Governor / Lt. Governor
CandidateContest	Maryland;State's Attorney        	md_general	State's Attorney
CandidateContest	Maryland;Treasurer               	md_general	Treasurer
CandidateContest	Maryland;US Congress Senate            	md_general	U.S. Senator
CandidateContest	Maryland;State Legislature Senate District 1	md_general	State Senator District 1
CandidateContest	Maryland;State Legislature Senate District 10	md_general	State Senator District 10
CandidateContest	Maryland;State Legislature Senate District 11	md_general	State Senator District 11
CandidateContest	Maryland;State Legislature Senate District 12	md_general	State Senator District 12
CandidateContest	Maryland;State Legislature Senate District 13	md_general	State Senator District 13
CandidateContest	Maryland;State Legislature Senate District 14	md_general	State Senator District 14
