Name	NumberElected	Office	PrimaryParty
OK House District 1	1	OK House District 1	
OK House District 2	1	OK House District 2	
OK House District 3	1	OK House District 3	
OK House District 4	1	OK House District 4	
OK House District 5	1	OK House District 5	
OK House District 6	1	OK House District 6	
OK House District 7	1	OK House District 7	
OK House District 8	1	OK House District 8	
OK House District 9	1	OK House District 9	
OK House District 10	1	OK House District 10	
OK House District 11	1	OK House District 11	
OK House District 12	1	OK House District 12	
OK House District 13	1	OK House District 13	
OK House District 14	1	OK House District 14	
OK House District 15	1	OK House District 15	
OK House District 16	1	OK House District 16	
OK House District 17	1	OK House District 17	
OK House District 18	1	OK House District 18	
OK House District 19	1	OK House District 19	
OK House District 20	1	OK House District 20	
OK House District 21	1	OK House District 21	
OK House District 22	1	OK House District 22	
OK House District 23	1	OK House District 23	
OK House District 24	1	OK House District 24	
OK House District 25	1	OK House District 25	
OK House District 26	1	OK House District 26	
OK House District 27	1	OK House District 27	
OK House District 28	1	OK House District 28	
OK House District 29	1	OK House District 29	
OK House District 30	1	OK House District 30	
OK House District 31	1	OK House District 31	
OK House District 32	1	OK House District 32	
OK House District 33	1	OK House District 33	
OK House District 34	1	OK House District 34	
OK House District 35	1	OK House District 35	
OK House District 36	1	OK House District 36	
OK House District 37	1	OK House District 37	
OK House District 38	1	OK House District 38	
OK House District 39	1	OK House District 39	
OK House District 40	1	OK House District 40	
OK House District 41	1	OK House District 41	
OK House District 42	1	OK House District 42	
OK House District 43	1	OK House District 43	
OK House District 44	1	OK House District 44	
OK House District 45	1	OK House District 45	
OK House District 46	1	OK House District 46	
OK House District 47	1	OK House District 47	
OK House District 48	1	OK House District 48	
OK House District 49	1	OK House District 49	
OK House District 50	1	OK House District 50	
OK House District 51	1	OK House District 51	
OK House District 52	1	OK House District 52	
OK House District 53	1	OK House District 53	
OK House District 54	1	OK House District 54	
OK House District 55	1	OK House District 55	
OK House District 56	1	OK House District 56	
OK House District 57	1	OK House District 57	
OK House District 58	1	OK House District 58	
OK House District 59	1	OK House District 59	
OK House District 60	1	OK House District 60	
OK House District 61	1	OK House District 61	
OK House District 62	1	OK House District 62	
OK House District 63	1	OK House District 63	
OK House District 64	1	OK House District 64	
OK House District 65	1	OK House District 65	
OK House District 66	1	OK House District 66	
OK House District 67	1	OK House District 67	
OK House District 68	1	OK House District 68	
OK House District 69	1	OK House District 69	
OK House District 70	1	OK House District 70	
OK House District 71	1	OK House District 71	
OK House District 72	1	OK House District 72	
OK House District 73	1	OK House District 73	
OK House District 74	1	OK House District 74	
