Name	ElectionDistrict
CT House District 1	Connecticut;CT House District 1
CT House District 2	Connecticut;CT House District 2
CT House District 3	Connecticut;CT House District 3
CT House District 4	Connecticut;CT House District 4
CT House District 5	Connecticut;CT House District 5
CT House District 6	Connecticut;CT House District 6
CT House District 7	Connecticut;CT House District 7
CT House District 8	Connecticut;CT House District 8
CT House District 9	Connecticut;CT House District 9
CT House District 10	Connecticut;CT House District 10
CT House District 11	Connecticut;CT House District 11
CT House District 12	Connecticut;CT House District 12
CT House District 13	Connecticut;CT House District 13
CT House District 14	Connecticut;CT House District 14
CT House District 15	Connecticut;CT House District 15
CT House District 16	Connecticut;CT House District 16
CT House District 17	Connecticut;CT House District 17
CT House District 18	Connecticut;CT House District 18
CT House District 19	Connecticut;CT House District 19
CT House District 20	Connecticut;CT House District 20
CT House District 21	Connecticut;CT House District 21
CT House District 22	Connecticut;CT House District 22
CT House District 23	Connecticut;CT House District 23
CT House District 24	Connecticut;CT House District 24
CT House District 25	Connecticut;CT House District 25
CT House District 26	Connecticut;CT House District 26
CT House District 27	Connecticut;CT House District 27
CT House District 28	Connecticut;CT House District 28
CT House District 29	Connecticut;CT House District 29
CT House District 30	Connecticut;CT House District 30
CT House District 31	Connecticut;CT House District 31
CT House District 32	Connecticut;CT House District 32
CT House District 33	Connecticut;CT House District 33
CT House District 34	Connecticut;CT House District 34
CT House District 35	Connecticut;CT House District 35
CT House District 36	Connecticut;CT House District 36
CT Senate District 1	Connecticut;CT Senate District 1
CT Senate District 2	Connecticut;CT Senate District 2
CT Senate District 3	Connecticut;CT Senate District 3
CT Senate District 4	Connecticut;CT Senate District 4
CT Senate District 5	Connecticut;CT Senate District 5
CT Senate District 6	Connecticut;CT Senate District 6
CT Senate District 7	Connecticut;CT Senate District 7
CT Senate District 8	Connecticut;CT Senate District 8
CT Senate District 9	Connecticut;CT Senate District 9
CT Senate District 10	Connecticut;CT Senate District 10
CT Senate District 11	Connecticut;CT Senate District 11
CT Senate District 12	Connecticut;CT Senate District 12
CT Senate District 13	Connecticut;CT Senate District 13
CT Senate District 14	Connecticut;CT Senate District 14
CT Senate District 15	Connecticut;CT Senate District 15
CT Senate District 16	Connecticut;CT Senate District 16
CT Senate District 17	Connecticut;CT Senate District 17
CT Senate District 18	Connecticut;CT Senate District 18
CT Senate District 19	Connecticut;CT Senate District 19
CT Senate District 20	Connecticut;CT Senate District 20
CT Senate District 21	Connecticut;CT Senate District 21
CT Senate District 22	Connecticut;CT Senate District 22
CT Senate District 23	Connecticut;CT Senate District 23
CT Senate District 24	Connecticut;CT Senate District 24
