Name	NumberElected	Office	PrimaryParty
CT Senate District 1	1	CT Senate District 1	
CT Senate District 2	1	CT Senate District 2	
CT Senate District 3	1	CT Senate District 3	
CT Senate District 4	1	CT Senate District 4	
CT Senate District 5	1	CT Senate District 5	
CT Senate District 6	1	CT Senate District 6	
CT Senate District 7	1	CT Senate District 7	
CT Senate District 8	1	CT Senate District 8	
CT Senate District 9	1	CT Senate District 9	
CT Senate District 10	1	CT Senate District 10	
CT Senate District 11	1	CT Senate District 11	
CT Senate District 12	1	CT Senate District 12	
CT Senate District 13	1	CT Senate District 13	
CT Senate District 14	1	CT Senate District 14	
CT Senate District 15	1	CT Senate District 15	
CT Senate District 16	1	CT Senate District 16	
CT Senate District 17	1	CT Senate District 17	
CT Senate District 18	1	CT Senate District 18	
CT Senate District 19	1	CT Senate District 19	
CT Senate District 20	1	CT Senate District 20	
CT Senate District 21	1	CT Senate District 21	
CT Senate District 22	1	CT Senate District 22	
CT Senate District 23	1	CT Senate District 23	
CT Senate District 24	1	CT Senate District 24	
CT Senate District 25	1	CT Senate District 25	
CT Senate District 26	1	CT Senate District 26	
CT Senate District 27	1	CT Senate District 27	
CT Senate District 28	1	CT Senate District 28	
CT Senate District 29	1	CT Senate District 29	
CT Senate District 30	1	CT Senate District 30	
CT Senate District 31	1	CT Senate District 31	
CT Senate District 32	1	CT Senate District 32	
CT Senate District 33	1	CT Senate District 33	
CT Senate District 34	1	CT Senate District 34	
CT Senate District 35	1	CT Senate District 35	
CT Senate District 36	1	CT Senate District 36	
CT House District 1	1	CT House District 1	
CT House District 2	1	CT House District 2	
CT House District 3	1	CT House District 3	
CT House District 4	1	CT House District 4	
CT House District 5	1	CT House District 5	
CT House District 6	1	CT House District 6	
CT House District 7	1	CT House District 7	
CT House District 8	1	CT House District 8	
CT House District 9	1	CT House District 9	
CT House District 10	1	CT House District 10	
CT House District 11	1	CT House District 11	
CT House District 12	1	CT House District 12	
CT House District 13	1	CT House District 13	
CT House District 14	1	CT House District 14	
CT House District 15	1	CT House District 15	
CT House District 16	1	CT House District 16	
CT House District 17	1	CT House District 17	
CT House District 18	1	CT House District 18	
CT House District 19	1	CT House District 19	
CT House District 20	1	CT House District 20	
CT House District 21	1	CT House District 21	
CT House District 22	1	CT House District 22	
CT House District 23	1	CT House District 23	
CT House District 24	1	CT House District 24	
CT House District 25	1	CT House District 25	
CT House District 26	1	CT House District 26	
CT House District 27	1	CT House District 27	
CT House District 28	1	CT House District 28	
CT House District 29	1	CT House District 29	
CT House District 30	1	CT House District 30	
CT House District 31	1	CT House District 31	
CT House District 32	1	CT House District 32	
CT House District 33	1	CT House District 33	
CT House District 34	1	CT House District 34	
CT House District 35	1	CT House District 35	
CT House District 36	1	CT House District 36	
CT House District 37	1	CT House District 37	
CT House District 38	1	CT House District 38	
CT House District 39	1	CT House District 39	
CT House District 40	1	CT House District 40	
CT House District 41	1	CT House District 41	
CT House District 42	1	CT House District 42	
CT House District 43	1	CT House District 43	
CT House District 44	1	CT House District 44	
CT House District 45	1	CT House District 45	
CT House District 46	1	CT House District 46	
CT House District 47	1	CT House District 47	
CT House District 48	1	CT House District 48	
CT House District 49	1	CT House District 49	
CT House District 50	1	CT House District 50	
CT House District 51	1	CT House District 51	
CT House District 52	1	CT House District 52	
CT House District 53	1	CT House District 53	
CT House District 54	1	CT House District 54	
CT House District 55	1	CT House District 55	
CT House District 56	1	CT House District 56	
CT House District 57	1	CT House District 57	
CT House District 58	1	CT House District 58	
CT House District 59	1	CT House District 59	
CT House District 60	1	CT House District 60	
CT House District 61	1	CT House District 61	
CT House District 62	1	CT House District 62	
CT House District 63	1	CT House District 63	
CT House District 64	1	CT House District 64	
CT House District 65	1	CT House District 65	
CT House District 66	1	CT House District 66	
CT House District 67	1	CT House District 67	
CT House District 68	1	CT House District 68	
CT House District 69	1	CT House District 69	
CT House District 70	1	CT House District 70	
CT House District 71	1	CT House District 71	
CT House District 72	1	CT House District 72	
CT House District 73	1	CT House District 73	
CT House District 74	1	CT House District 74	
CT House District 75	1	CT House District 75	
CT House District 76	1	CT House District 76	
CT House District 77	1	CT House District 77	
CT House District 78	1	CT House District 78	
CT House District 79	1	CT House District 79	
CT House District 80	1	CT House District 80	
CT House District 81	1	CT House District 81	
CT House District 82	1	CT House District 82	
CT House District 83	1	CT House District 83	
CT House District 84	1	CT House District 84	
CT House District 85	1	CT House District 85	
CT House District 86	1	CT House District 86	
CT House District 87	1	CT House District 87	
CT House District 88	1	CT House District 88	
CT House District 89	1	CT House District 89	
CT House District 90	1	CT House District 90	
CT House District 91	1	CT House District 91	
CT House District 92	1	CT House District 92	
CT House District 93	1	CT House District 93	
CT House District 94	1	CT House District 94	
CT House District 95	1	CT House District 95	
CT House District 96	1	CT House District 96	
CT House District 97	1	CT House District 97	
CT House District 98	1	CT House District 98	
CT House District 99	1	CT House District 99	
CT House District 100	1	CT House District 100	
CT House District 101	1	CT House District 101	
CT House District 102	1	CT House District 102	
CT House District 103	1	CT House District 103	
CT House District 104	1	CT House District 104	
CT House District 105	1	CT House District 105	
CT House District 106	1	CT House District 106	
CT House District 107	1	CT House District 107	
CT House District 108	1	CT House District 108	
CT House District 109	1	CT House District 109	
CT House District 110	1	CT House District 110	
CT House District 111	1	CT House District 111	
CT House District 112	1	CT House District 112	
CT House District 113	1	CT House District 113	
CT House District 114	1	CT House District 114	
CT House District 115	1	CT House District 115	
CT House District 116	1	CT House District 116	
CT House District 117	1	CT House District 117	
CT House District 118	1	CT House District 118	
CT House District 119	1	CT House District 119	
CT House District 120	1	CT House District 120	
CT House District 121	1	CT House District 121	
CT House District 122	1	CT House District 122	
CT House District 123	1	CT House District 123	
CT House District 124	1	CT House District 124	
CT House District 125	1	CT House District 125	
