2;0;1;;687
58;56;0;3;S
81;54;0;1;W
82;80;0;1;A
82;80;0;1;B
82;80;0;2;A
82;80;0;3;A
82;80;0;3;B
82;80;0;4;A
82;80;0;7;A
82;80;0;8;A
82;80;0;8;B
82;80;0;9;A
82;80;0;10;A
82;80;0;11;A
82;80;0;12;A
82;80;0;13;A
82;80;0;14;A
82;80;0;15;A
82;80;0;16;A
82;80;0;16;B
82;80;0;17;A
82;80;0;17;B
82;80;0;18;A
82;80;0;19;A
82;80;0;19;B
82;80;0;20;A
82;80;0;21;A
82;80;0;22;A
82;80;0;22;B
82;80;0;23;A
82;80;0;23;B
82;80;0;24;A
82;80;0;24;B
82;80;0;25;A
82;80;0;31;A
82;80;0;31;B
82;80;0;32;A
82;80;0;33;A
82;80;0;34;A
82;80;0;34;B
82;80;0;34;C
82;80;0;35;A
82;80;0;35;B
82;80;0;35;C
82;80;0;36;A
82;80;0;36;B
