Name	ElectionDistrict
PA House District 74	Pennsylvania;PA House District 74
PA House District 75	Pennsylvania;PA House District 75
PA House District 76	Pennsylvania;PA House District 76
PA House District 77	Pennsylvania;PA House District 77
PA House District 78	Pennsylvania;PA House District 78
PA House District 79	Pennsylvania;PA House District 79
PA House District 80	Pennsylvania;PA House District 80
PA House District 81	Pennsylvania;PA House District 81
PA House District 82	Pennsylvania;PA House District 82
PA House District 83	Pennsylvania;PA House District 83
PA House District 84	Pennsylvania;PA House District 84
PA House District 85	Pennsylvania;PA House District 85
PA House District 86	Pennsylvania;PA House District 86
PA House District 87	Pennsylvania;PA House District 87
PA House District 88	Pennsylvania;PA House District 88
PA House District 89	Pennsylvania;PA House District 89
PA House District 90	Pennsylvania;PA House District 90
PA House District 91	Pennsylvania;PA House District 91
PA House District 92	Pennsylvania;PA House District 92
PA House District 93	Pennsylvania;PA House District 93
PA House District 94	Pennsylvania;PA House District 94
PA House District 95	Pennsylvania;PA House District 95
PA House District 96	Pennsylvania;PA House District 96
PA House District 97	Pennsylvania;PA House District 97
PA House District 98	Pennsylvania;PA House District 98
PA House District 99	Pennsylvania;PA House District 99
PA House District 100	Pennsylvania;PA House District 100
PA House District 101	Pennsylvania;PA House District 101
PA House District 102	Pennsylvania;PA House District 102
PA House District 103	Pennsylvania;PA House District 103
PA House District 104	Pennsylvania;PA House District 104
PA House District 105	Pennsylvania;PA House District 105
PA House District 106	Pennsylvania;PA House District 106
PA House District 107	Pennsylvania;PA House District 107
PA House District 108	Pennsylvania;PA House District 108
PA House District 109	Pennsylvania;PA House District 109
PA House District 110	Pennsylvania;PA House District 110
PA House District 111	Pennsylvania;PA House District 111
PA House District 112	Pennsylvania;PA House District 112
PA House District 113	Pennsylvania;PA House District 113
PA House District 114	Pennsylvania;PA House District 114
PA House District 115	Pennsylvania;PA House District 115
PA House District 116	Pennsylvania;PA House District 116
PA House District 117	Pennsylvania;PA House District 117
PA House District 118	Pennsylvania;PA House District 118
PA House District 119	Pennsylvania;PA House District 119
PA House District 120	Pennsylvania;PA House District 120
PA House District 121	Pennsylvania;PA House District 121
PA House District 122	Pennsylvania;PA House District 122
PA House District 123	Pennsylvania;PA House District 123
PA House District 124	Pennsylvania;PA House District 124
PA House District 125	Pennsylvania;PA House District 125
PA House District 126	Pennsylvania;PA House District 126
PA House District 127	Pennsylvania;PA House District 127
PA House District 128	Pennsylvania;PA House District 128
PA House District 129	Pennsylvania;PA House District 129
PA House District 130	Pennsylvania;PA House District 130
PA House District 131	Pennsylvania;PA House District 131
PA House District 132	Pennsylvania;PA House District 132
PA House District 133	Pennsylvania;PA House District 133
PA House District 134	Pennsylvania;PA House District 134
PA House District 135	Pennsylvania;PA House District 135
PA House District 136	Pennsylvania;PA House District 136
PA House District 137	Pennsylvania;PA House District 137
PA House District 138	Pennsylvania;PA House District 138
PA House District 139	Pennsylvania;PA House District 139
PA House District 140	Pennsylvania;PA House District 140
PA House District 141	Pennsylvania;PA House District 141
PA House District 142	Pennsylvania;PA House District 142
PA House District 143	Pennsylvania;PA House District 143
PA House District 144	Pennsylvania;PA House District 144
PA House District 145	Pennsylvania;PA House District 145
PA House District 146	Pennsylvania;PA House District 146
PA House District 147	Pennsylvania;PA House District 147
PA House District 148	Pennsylvania;PA House District 148
PA House District 149	Pennsylvania;PA House District 149
PA House District 150	Pennsylvania;PA House District 150
PA House District 151	Pennsylvania;PA House District 151
PA House District 152	Pennsylvania;PA House District 152
PA House District 153	Pennsylvania;PA House District 153
PA House District 154	Pennsylvania;PA House District 154
PA House District 155	Pennsylvania;PA House District 155
PA House District 156	Pennsylvania;PA House District 156
PA House District 157	Pennsylvania;PA House District 157
PA House District 158	Pennsylvania;PA House District 158
PA House District 159	Pennsylvania;PA House District 159
PA House District 160	Pennsylvania;PA House District 160
PA House District 161	Pennsylvania;PA House District 161
PA House District 162	Pennsylvania;PA House District 162
PA House District 163	Pennsylvania;PA House District 163
PA House District 164	Pennsylvania;PA House District 164
PA House District 165	Pennsylvania;PA House District 165
PA House District 166	Pennsylvania;PA House District 166
PA House District 167	Pennsylvania;PA House District 167
PA House District 168	Pennsylvania;PA House District 168
PA House District 169	Pennsylvania;PA House District 169
PA House District 170	Pennsylvania;PA House District 170
PA House District 171	Pennsylvania;PA House District 171
PA House District 172	Pennsylvania;PA House District 172
PA House District 173	Pennsylvania;PA House District 173
PA House District 174	Pennsylvania;PA House District 174
PA House District 175	Pennsylvania;PA House District 175
PA House District 176	Pennsylvania;PA House District 176
PA House District 177	Pennsylvania;PA House District 177
PA House District 178	Pennsylvania;PA House District 178
PA House District 179	Pennsylvania;PA House District 179
PA House District 180	Pennsylvania;PA House District 180
PA House District 181	Pennsylvania;PA House District 181
PA House District 182	Pennsylvania;PA House District 182
PA House District 183	Pennsylvania;PA House District 183
PA House District 184	Pennsylvania;PA House District 184
PA House District 185	Pennsylvania;PA House District 185
PA House District 186	Pennsylvania;PA House District 186
PA House District 187	Pennsylvania;PA House District 187
PA House District 188	Pennsylvania;PA House District 188
PA House District 189	Pennsylvania;PA House District 189
PA House District 190	Pennsylvania;PA House District 190
PA House District 191	Pennsylvania;PA House District 191
PA House District 192	Pennsylvania;PA House District 192
PA House District 193	Pennsylvania;PA House District 193
PA House District 194	Pennsylvania;PA House District 194
PA House District 195	Pennsylvania;PA House District 195
PA House District 196	Pennsylvania;PA House District 196
PA House District 197	Pennsylvania;PA House District 197
PA House District 198	Pennsylvania;PA House District 198
PA House District 199	Pennsylvania;PA House District 199
PA House District 200	Pennsylvania;PA House District 200
PA House District 201	Pennsylvania;PA House District 201
PA House District 202	Pennsylvania;PA House District 202
PA Senate District 1	Pennsylvania;PA Senate District 1
PA Senate District 2	Pennsylvania;PA Senate District 2
PA Senate District 3	Pennsylvania;PA Senate District 3
PA Senate District 4	Pennsylvania;PA Senate District 4
PA Senate District 5	Pennsylvania;PA Senate District 5
PA Senate District 6	Pennsylvania;PA Senate District 6
PA Senate District 7	Pennsylvania;PA Senate District 7
PA Senate District 8	Pennsylvania;PA Senate District 8
PA Senate District 9	Pennsylvania;PA Senate District 9
PA Senate District 10	Pennsylvania;PA Senate District 10
PA Senate District 11	Pennsylvania;PA Senate District 11
PA Senate District 12	Pennsylvania;PA Senate District 12
PA Senate District 13	Pennsylvania;PA Senate District 13
PA Senate District 14	Pennsylvania;PA Senate District 14
PA Senate District 15	Pennsylvania;PA Senate District 15
PA Senate District 16	Pennsylvania;PA Senate District 16
PA Senate District 17	Pennsylvania;PA Senate District 17
PA Senate District 18	Pennsylvania;PA Senate District 18
PA Senate District 19	Pennsylvania;PA Senate District 19
PA Senate District 20	Pennsylvania;PA Senate District 20
PA Senate District 21	Pennsylvania;PA Senate District 21
PA Senate District 22	Pennsylvania;PA Senate District 22
PA Senate District 23	Pennsylvania;PA Senate District 23
PA Senate District 24	Pennsylvania;PA Senate District 24
PA Senate District 25	Pennsylvania;PA Senate District 25
PA Senate District 26	Pennsylvania;PA Senate District 26
PA Senate District 27	Pennsylvania;PA Senate District 27
PA Senate District 28	Pennsylvania;PA Senate District 28
PA Senate District 29	Pennsylvania;PA Senate District 29
PA Senate District 30	Pennsylvania;PA Senate District 30
PA Senate District 31	Pennsylvania;PA Senate District 31
PA Senate District 32	Pennsylvania;PA Senate District 32
PA Senate District 33	Pennsylvania;PA Senate District 33
PA Senate District 34	Pennsylvania;PA Senate District 34
PA Senate District 35	Pennsylvania;PA Senate District 35
PA Senate District 36	Pennsylvania;PA Senate District 36
PA Senate District 37	Pennsylvania;PA Senate District 37
PA Senate District 38	Pennsylvania;PA Senate District 38
PA Senate District 39	Pennsylvania;PA Senate District 39
PA Senate District 40	Pennsylvania;PA Senate District 40
PA Senate District 41	Pennsylvania;PA Senate District 41
PA Senate District 42	Pennsylvania;PA Senate District 42
PA Senate District 43	Pennsylvania;PA Senate District 43
PA Senate District 44	Pennsylvania;PA Senate District 44
PA Senate District 45	Pennsylvania;PA Senate District 45
PA Senate District 46	Pennsylvania;PA Senate District 46
PA Senate District 47	Pennsylvania;PA Senate District 47
PA Senate District 48	Pennsylvania;PA Senate District 48
PA Senate District 49	Pennsylvania;PA Senate District 49
PA Senate District 50	Pennsylvania;PA Senate District 50
US House PA District 1	Pennsylvania;US House PA District 1
US House PA District 2	Pennsylvania;US House PA District 2
US House PA District 3	Pennsylvania;US House PA District 3
US House PA District 4	Pennsylvania;US House PA District 4
US House PA District 5	Pennsylvania;US House PA District 5
US House PA District 6	Pennsylvania;US House PA District 6
US House PA District 7	Pennsylvania;US House PA District 7
US House PA District 8	Pennsylvania;US House PA District 8
US House PA District 9	Pennsylvania;US House PA District 9
US House PA District 10	Pennsylvania;US House PA District 10
US House PA District 11	Pennsylvania;US House PA District 11
US House PA District 12	Pennsylvania;US House PA District 12
US House PA District 13	Pennsylvania;US House PA District 13
US House PA District 14	Pennsylvania;US House PA District 14
US House PA District 15	Pennsylvania;US House PA District 15
US House PA District 16	Pennsylvania;US House PA District 16
US House PA District 17	Pennsylvania;US House PA District 17
US House PA District 18	Pennsylvania;US House PA District 18
US President (PA)	Pennsylvania
PA Governor	Pennsylvania
US Senate PA	Pennsylvania
PA Attorney General	Pennsylvania
PA Lieutenant Governor	Pennsylvania
PA Treasurer	Pennsylvania
