Name	ElectionDistrict
PA House District 1	Pennsylvania;PA House District 1
PA House District 2	Pennsylvania;PA House District 2
PA House District 3	Pennsylvania;PA House District 3
PA House District 4	Pennsylvania;PA House District 4
PA House District 5	Pennsylvania;PA House District 5
PA House District 6	Pennsylvania;PA House District 6
PA House District 7	Pennsylvania;PA House District 7
PA House District 8	Pennsylvania;PA House District 8
PA House District 9	Pennsylvania;PA House District 9
PA House District 10	Pennsylvania;PA House District 10
PA House District 11	Pennsylvania;PA House District 11
PA House District 12	Pennsylvania;PA House District 12
PA House District 13	Pennsylvania;PA House District 13
PA House District 14	Pennsylvania;PA House District 14
PA House District 15	Pennsylvania;PA House District 15
PA House District 16	Pennsylvania;PA House District 16
PA House District 17	Pennsylvania;PA House District 17
PA House District 18	Pennsylvania;PA House District 18
PA House District 19	Pennsylvania;PA House District 19
PA House District 20	Pennsylvania;PA House District 20
PA House District 21	Pennsylvania;PA House District 21
PA House District 22	Pennsylvania;PA House District 22
PA House District 23	Pennsylvania;PA House District 23
PA House District 24	Pennsylvania;PA House District 24
PA House District 25	Pennsylvania;PA House District 25
PA House District 26	Pennsylvania;PA House District 26
PA House District 27	Pennsylvania;PA House District 27
PA House District 28	Pennsylvania;PA House District 28
PA House District 29	Pennsylvania;PA House District 29
PA House District 30	Pennsylvania;PA House District 30
PA House District 31	Pennsylvania;PA House District 31
PA House District 32	Pennsylvania;PA House District 32
PA House District 33	Pennsylvania;PA House District 33
PA House District 34	Pennsylvania;PA House District 34
PA House District 35	Pennsylvania;PA House District 35
PA House District 36	Pennsylvania;PA House District 36
PA House District 37	Pennsylvania;PA House District 37
PA House District 38	Pennsylvania;PA House District 38
PA House District 39	Pennsylvania;PA House District 39
PA House District 40	Pennsylvania;PA House District 40
PA House District 41	Pennsylvania;PA House District 41
PA House District 42	Pennsylvania;PA House District 42
PA House District 43	Pennsylvania;PA House District 43
PA House District 44	Pennsylvania;PA House District 44
PA House District 45	Pennsylvania;PA House District 45
PA House District 46	Pennsylvania;PA House District 46
PA House District 47	Pennsylvania;PA House District 47
PA House District 48	Pennsylvania;PA House District 48
PA House District 49	Pennsylvania;PA House District 49
PA House District 50	Pennsylvania;PA House District 50
PA House District 51	Pennsylvania;PA House District 51
PA House District 52	Pennsylvania;PA House District 52
PA House District 53	Pennsylvania;PA House District 53
PA House District 54	Pennsylvania;PA House District 54
PA House District 55	Pennsylvania;PA House District 55
PA House District 56	Pennsylvania;PA House District 56
PA House District 57	Pennsylvania;PA House District 57
PA House District 58	Pennsylvania;PA House District 58
PA House District 59	Pennsylvania;PA House District 59
PA House District 60	Pennsylvania;PA House District 60
PA House District 61	Pennsylvania;PA House District 61
PA House District 62	Pennsylvania;PA House District 62
PA House District 63	Pennsylvania;PA House District 63
PA House District 64	Pennsylvania;PA House District 64
PA House District 65	Pennsylvania;PA House District 65
PA House District 66	Pennsylvania;PA House District 66
PA House District 67	Pennsylvania;PA House District 67
PA House District 68	Pennsylvania;PA House District 68
PA House District 69	Pennsylvania;PA House District 69
PA House District 70	Pennsylvania;PA House District 70
PA House District 71	Pennsylvania;PA House District 71
PA House District 72	Pennsylvania;PA House District 72
PA House District 73	Pennsylvania;PA House District 73
