Name	NumberElected	Office	PrimaryParty
MA House District 1	1	MA House District 1	
MA House District 2	1	MA House District 2	
MA House District 3	1	MA House District 3	
MA House District 4	1	MA House District 4	
MA House District 5	1	MA House District 5	
MA House District 6	1	MA House District 6	
MA House District 7	1	MA House District 7	
MA House District 8	1	MA House District 8	
MA House District 9	1	MA House District 9	
MA House District 10	1	MA House District 10	
MA House District 11	1	MA House District 11	
MA House District 12	1	MA House District 12	
MA House District 13	1	MA House District 13	
MA House District 14	1	MA House District 14	
MA House District 15	1	MA House District 15	
MA House District 16	1	MA House District 16	
MA House District 17	1	MA House District 17	
MA House District 18	1	MA House District 18	
MA House District 19	1	MA House District 19	
MA House District 20	1	MA House District 20	
MA House District 21	1	MA House District 21	
MA House District 22	1	MA House District 22	
MA House District 23	1	MA House District 23	
MA House District 24	1	MA House District 24	
MA House District 25	1	MA House District 25	
MA House District 26	1	MA House District 26	
MA House District 27	1	MA House District 27	
MA House District 28	1	MA House District 28	
MA House District 29	1	MA House District 29	
MA House District 30	1	MA House District 30	
MA House District 31	1	MA House District 31	
MA House District 32	1	MA House District 32	
MA House District 33	1	MA House District 33	
MA House District 34	1	MA House District 34	
MA House District 35	1	MA House District 35	
MA House District 36	1	MA House District 36	
MA House District 37	1	MA House District 37	
MA House District 38	1	MA House District 38	
MA House District 39	1	MA House District 39	
MA House District 40	1	MA House District 40	
MA House District 41	1	MA House District 41	
MA House District 42	1	MA House District 42	
MA House District 43	1	MA House District 43	
MA House District 44	1	MA House District 44	
MA House District 45	1	MA House District 45	
MA House District 46	1	MA House District 46	
MA House District 47	1	MA House District 47	
MA House District 48	1	MA House District 48	
MA House District 49	1	MA House District 49	
MA House District 50	1	MA House District 50	
MA House District 51	1	MA House District 51	
MA House District 52	1	MA House District 52	
MA House District 53	1	MA House District 53	
MA House District 54	1	MA House District 54	
MA House District 55	1	MA House District 55	
MA House District 56	1	MA House District 56	
MA House District 57	1	MA House District 57	
MA House District 58	1	MA House District 58	
MA House District 59	1	MA House District 59	
MA House District 60	1	MA House District 60	
MA House District 61	1	MA House District 61	
MA House District 62	1	MA House District 62	
MA House District 63	1	MA House District 63	
MA House District 64	1	MA House District 64	
MA House District 65	1	MA House District 65	
MA House District 66	1	MA House District 66	
MA House District 67	1	MA House District 67	
MA House District 68	1	MA House District 68	
MA House District 69	1	MA House District 69	
MA House District 70	1	MA House District 70	
MA House District 71	1	MA House District 71	
MA House District 72	1	MA House District 72	
MA House District 73	1	MA House District 73	
MA House District 74	1	MA House District 74	
MA House District 75	1	MA House District 75	
MA House District 76	1	MA House District 76	
MA House District 77	1	MA House District 77	
MA House District 78	1	MA House District 78	
MA House District 79	1	MA House District 79	
MA House District 80	1	MA House District 80	
MA House District 81	1	MA House District 81	
MA House District 82	1	MA House District 82	
MA House District 83	1	MA House District 83	
MA House District 84	1	MA House District 84	
MA House District 85	1	MA House District 85	
MA House District 86	1	MA House District 86	
MA House District 87	1	MA House District 87	
MA House District 88	1	MA House District 88	
MA House District 89	1	MA House District 89	
MA House District 90	1	MA House District 90	
MA House District 91	1	MA House District 91	
MA House District 92	1	MA House District 92	
MA House District 93	1	MA House District 93	
MA House District 94	1	MA House District 94	
MA House District 95	1	MA House District 95	
MA House District 96	1	MA House District 96	
MA House District 97	1	MA House District 97	
MA House District 98	1	MA House District 98	
MA House District 99	1	MA House District 99	
MA House District 100	1	MA House District 100	
MA House District 101	1	MA House District 101	
MA House District 102	1	MA House District 102	
MA House District 103	1	MA House District 103	
MA House District 104	1	MA House District 104	
MA House District 105	1	MA House District 105	
MA House District 106	1	MA House District 106	
MA House District 107	1	MA House District 107	
MA House District 108	1	MA House District 108	
MA House District 109	1	MA House District 109	
MA House District 110	1	MA House District 110	
MA House District 111	1	MA House District 111	
MA House District 112	1	MA House District 112	
MA House District 113	1	MA House District 113	
MA House District 114	1	MA House District 114	
MA House District 115	1	MA House District 115	
MA House District 116	1	MA House District 116	
MA House District 117	1	MA House District 117	
MA House District 118	1	MA House District 118	
MA House District 119	1	MA House District 119	
MA House District 120	1	MA House District 120	
MA House District 121	1	MA House District 121	
MA House District 122	1	MA House District 122	
MA House District 123	1	MA House District 123	
MA House District 124	1	MA House District 124	
MA House District 125	1	MA House District 125	
MA House District 126	1	MA House District 126	
MA House District 127	1	MA House District 127	
MA House District 128	1	MA House District 128	
MA House District 129	1	MA House District 129	
MA House District 130	1	MA House District 130	
MA House District 131	1	MA House District 131	
MA House District 132	1	MA House District 132	
MA House District 133	1	MA House District 133	
MA House District 134	1	MA House District 134	
MA House District 135	1	MA House District 135	
MA House District 136	1	MA House District 136	
MA House District 137	1	MA House District 137	
MA House District 138	1	MA House District 138	
MA House District 139	1	MA House District 139	
MA House District 140	1	MA House District 140	
MA House District 141	1	MA House District 141	
MA House District 142	1	MA House District 142	
MA House District 143	1	MA House District 143	
MA House District 144	1	MA House District 144	
MA House District 145	1	MA House District 145	
MA House District 146	1	MA House District 146	
MA House District 147	1	MA House District 147	
MA House District 148	1	MA House District 148	
MA House District 149	1	MA House District 149	
MA House District 150	1	MA House District 150	
MA House District 151	1	MA House District 151	
MA House District 152	1	MA House District 152	
MA House District 153	1	MA House District 153	
MA House District 154	1	MA House District 154	
MA House District 155	1	MA House District 155	
MA House District 156	1	MA House District 156	
MA House District 157	1	MA House District 157	
MA House District 158	1	MA House District 158	
MA House District 159	1	MA House District 159	
MA House District 160	1	MA House District 160	
MA Senate District 1	1	MA Senate District 1	
MA Senate District 2	1	MA Senate District 2	
MA Senate District 3	1	MA Senate District 3	
