contest_type	Contest	contest_district_type	Selection	ReportingUnit	CountItemType	Count
Candidate	North Carolina;General Assembly House of Representatives District 23	state-house	Shelly Willingham	North Carolina;Edgecombe County	absentee-mail	83
Candidate	North Carolina;General Assembly House of Representatives District 23	state-house	Shelly Willingham	North Carolina;Edgecombe County	early	6935
Candidate	North Carolina;General Assembly House of Representatives District 23	state-house	Shelly Willingham	North Carolina;Edgecombe County	election-day	4309
Candidate	North Carolina;General Assembly House of Representatives District 23	state-house	Shelly Willingham	North Carolina;Edgecombe County	provisional	24
Candidate	North Carolina;General Assembly House of Representatives District 23	state-house	Shelly Willingham	North Carolina;Martin County	absentee-mail	55
Candidate	North Carolina;General Assembly House of Representatives District 23	state-house	Shelly Willingham	North Carolina;Martin County	early	2195
Candidate	North Carolina;General Assembly House of Representatives District 23	state-house	Shelly Willingham	North Carolina;Martin County	election-day	2349
Candidate	North Carolina;General Assembly House of Representatives District 23	state-house	Shelly Willingham	North Carolina;Martin County	provisional	9
Candidate	North Carolina;General Assembly House of Representatives District 24	state-house	Jean Farmer Butterfield	North Carolina;Wilson County	absentee-mail	196
Candidate	North Carolina;General Assembly House of Representatives District 24	state-house	Jean Farmer Butterfield	North Carolina;Wilson County	early	8336
Candidate	North Carolina;General Assembly House of Representatives District 24	state-house	Jean Farmer Butterfield	North Carolina;Wilson County	election-day	5642
Candidate	North Carolina;General Assembly House of Representatives District 24	state-house	Jean Farmer Butterfield	North Carolina;Wilson County	provisional	45
Candidate	North Carolina;General Assembly House of Representatives District 24	state-house	Ken Fontenot	North Carolina;Wilson County	absentee-mail	209
Candidate	North Carolina;General Assembly House of Representatives District 24	state-house	Ken Fontenot	North Carolina;Wilson County	early	6911
Candidate	North Carolina;General Assembly House of Representatives District 24	state-house	Ken Fontenot	North Carolina;Wilson County	election-day	6626
Candidate	North Carolina;General Assembly House of Representatives District 24	state-house	Ken Fontenot	North Carolina;Wilson County	provisional	24
Candidate	North Carolina;General Assembly House of Representatives District 25	state-house	James D. Gailliard	North Carolina;Nash County	absentee-mail	340
Candidate	North Carolina;General Assembly House of Representatives District 25	state-house	James D. Gailliard	North Carolina;Nash County	early	9995
Candidate	North Carolina;General Assembly House of Representatives District 25	state-house	James D. Gailliard	North Carolina;Nash County	election-day	5361
Candidate	North Carolina;General Assembly House of Representatives District 25	state-house	James D. Gailliard	North Carolina;Nash County	provisional	162
Candidate	North Carolina;General Assembly House of Representatives District 25	state-house	John M. Check	North Carolina;Nash County	absentee-mail	242
Candidate	North Carolina;General Assembly House of Representatives District 25	state-house	John M. Check	North Carolina;Nash County	early	7528
Candidate	North Carolina;General Assembly House of Representatives District 25	state-house	John M. Check	North Carolina;Nash County	election-day	5987
Candidate	North Carolina;General Assembly House of Representatives District 25	state-house	John M. Check	North Carolina;Nash County	provisional	116
Candidate	North Carolina;General Assembly House of Representatives District 25	state-house	Nick Taylor	North Carolina;Nash County	absentee-mail	16
Candidate	North Carolina;General Assembly House of Representatives District 25	state-house	Nick Taylor	North Carolina;Nash County	early	531
Candidate	North Carolina;General Assembly House of Representatives District 25	state-house	Nick Taylor	North Carolina;Nash County	election-day	485
Candidate	North Carolina;General Assembly House of Representatives District 25	state-house	Nick Taylor	North Carolina;Nash County	provisional	15
Candidate	North Carolina;General Assembly House of Representatives District 26	state-house	Donna McDowell White	North Carolina;Johnston County	absentee-mail	379
Candidate	North Carolina;General Assembly House of Representatives District 26	state-house	Donna McDowell White	North Carolina;Johnston County	early	11436
Candidate	North Carolina;General Assembly House of Representatives District 26	state-house	Donna McDowell White	North Carolina;Johnston County	election-day	10839
Candidate	North Carolina;General Assembly House of Representatives District 26	state-house	Donna McDowell White	North Carolina;Johnston County	provisional	97
Candidate	North Carolina;General Assembly House of Representatives District 26	state-house	Linda Bennett	North Carolina;Johnston County	absentee-mail	575
Candidate	North Carolina;General Assembly House of Representatives District 26	state-house	Linda Bennett	North Carolina;Johnston County	early	9249
Candidate	North Carolina;General Assembly House of Representatives District 26	state-house	Linda Bennett	North Carolina;Johnston County	election-day	5366
Candidate	North Carolina;General Assembly House of Representatives District 26	state-house	Linda Bennett	North Carolina;Johnston County	provisional	87
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Michael H. Wray	North Carolina;Halifax County	absentee-mail	134
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Michael H. Wray	North Carolina;Halifax County	early	3937
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Michael H. Wray	North Carolina;Halifax County	election-day	7902
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Michael H. Wray	North Carolina;Halifax County	provisional	48
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Michael H. Wray	North Carolina;Northampton County	absentee-mail	84
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Michael H. Wray	North Carolina;Northampton County	early	1855
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Michael H. Wray	North Carolina;Northampton County	election-day	2793
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Michael H. Wray	North Carolina;Northampton County	provisional	15
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Raymond (Ray) Dyer	North Carolina;Halifax County	absentee-mail	54
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Raymond (Ray) Dyer	North Carolina;Halifax County	early	1261
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Raymond (Ray) Dyer	North Carolina;Halifax County	election-day	3663
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Raymond (Ray) Dyer	North Carolina;Halifax County	provisional	13
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Raymond (Ray) Dyer	North Carolina;Northampton County	absentee-mail	26
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Raymond (Ray) Dyer	North Carolina;Northampton County	early	700
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Raymond (Ray) Dyer	North Carolina;Northampton County	election-day	1693
Candidate	North Carolina;General Assembly House of Representatives District 27	state-house	Raymond (Ray) Dyer	North Carolina;Northampton County	provisional	10
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Jimmie M. Massengill	North Carolina;Harnett County	absentee-mail	15
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Jimmie M. Massengill	North Carolina;Harnett County	early	312
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Jimmie M. Massengill	North Carolina;Harnett County	election-day	337
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Jimmie M. Massengill	North Carolina;Harnett County	provisional	4
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Jimmie M. Massengill	North Carolina;Johnston County	absentee-mail	167
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Jimmie M. Massengill	North Carolina;Johnston County	early	3915
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Jimmie M. Massengill	North Carolina;Johnston County	election-day	4590
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Jimmie M. Massengill	North Carolina;Johnston County	provisional	26
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Larry C. Strickland	North Carolina;Harnett County	absentee-mail	11
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Larry C. Strickland	North Carolina;Harnett County	early	331
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Larry C. Strickland	North Carolina;Harnett County	election-day	566
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Larry C. Strickland	North Carolina;Harnett County	provisional	4
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Larry C. Strickland	North Carolina;Johnston County	absentee-mail	173
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Larry C. Strickland	North Carolina;Johnston County	early	5464
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Larry C. Strickland	North Carolina;Johnston County	election-day	10649
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Larry C. Strickland	North Carolina;Johnston County	provisional	27
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Walt Rabon	North Carolina;Harnett County	absentee-mail	1
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Walt Rabon	North Carolina;Harnett County	early	18
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Walt Rabon	North Carolina;Harnett County	election-day	36
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Walt Rabon	North Carolina;Harnett County	provisional	0
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Walt Rabon	North Carolina;Johnston County	absentee-mail	8
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Walt Rabon	North Carolina;Johnston County	early	180
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Walt Rabon	North Carolina;Johnston County	election-day	426
Candidate	North Carolina;General Assembly House of Representatives District 28	state-house	Walt Rabon	North Carolina;Johnston County	provisional	1
Candidate	North Carolina;General Assembly House of Representatives District 29	state-house	Charles Becker	North Carolina;Durham County	absentee-mail	136
Candidate	North Carolina;General Assembly House of Representatives District 29	state-house	Charles Becker	North Carolina;Durham County	early	1883
Candidate	North Carolina;General Assembly House of Representatives District 29	state-house	Charles Becker	North Carolina;Durham County	election-day	2369
Candidate	North Carolina;General Assembly House of Representatives District 29	state-house	Charles Becker	North Carolina;Durham County	provisional	14
Candidate	North Carolina;General Assembly House of Representatives District 29	state-house	MaryAnn E. Black	North Carolina;Durham County	absentee-mail	949
Candidate	North Carolina;General Assembly House of Representatives District 29	state-house	MaryAnn E. Black	North Carolina;Durham County	early	19868
Candidate	North Carolina;General Assembly House of Representatives District 29	state-house	MaryAnn E. Black	North Carolina;Durham County	election-day	11799
Candidate	North Carolina;General Assembly House of Representatives District 29	state-house	MaryAnn E. Black	North Carolina;Durham County	provisional	141
Candidate	North Carolina;General Assembly House of Representatives District 3	state-house	Barbara Lee	North Carolina;Craven County	absentee-mail	341
Candidate	North Carolina;General Assembly House of Representatives District 3	state-house	Barbara Lee	North Carolina;Craven County	early	6091
Candidate	North Carolina;General Assembly House of Representatives District 3	state-house	Barbara Lee	North Carolina;Craven County	election-day	4421
Candidate	North Carolina;General Assembly House of Representatives District 3	state-house	Barbara Lee	North Carolina;Craven County	provisional	21
Candidate	North Carolina;General Assembly House of Representatives District 3	state-house	Michael Speciale	North Carolina;Craven County	absentee-mail	298
Candidate	North Carolina;General Assembly House of Representatives District 3	state-house	Michael Speciale	North Carolina;Craven County	early	7365
Candidate	North Carolina;General Assembly House of Representatives District 3	state-house	Michael Speciale	North Carolina;Craven County	election-day	6380
Candidate	North Carolina;General Assembly House of Representatives District 3	state-house	Michael Speciale	North Carolina;Craven County	provisional	25
Candidate	North Carolina;General Assembly House of Representatives District 3	state-house	T. Lee Horne III	North Carolina;Craven County	absentee-mail	18
Candidate	North Carolina;General Assembly House of Representatives District 3	state-house	T. Lee Horne III	North Carolina;Craven County	early	292
Candidate	North Carolina;General Assembly House of Representatives District 3	state-house	T. Lee Horne III	North Carolina;Craven County	election-day	370
Candidate	North Carolina;General Assembly House of Representatives District 3	state-house	T. Lee Horne III	North Carolina;Craven County	provisional	3
Candidate	North Carolina;General Assembly House of Representatives District 30	state-house	B. Angelo Burch, Sr.	North Carolina;Durham County	absentee-mail	145
Candidate	North Carolina;General Assembly House of Representatives District 30	state-house	B. Angelo Burch, Sr.	North Carolina;Durham County	early	5603
Candidate	North Carolina;General Assembly House of Representatives District 30	state-house	B. Angelo Burch, Sr.	North Carolina;Durham County	election-day	4084
Candidate	North Carolina;General Assembly House of Representatives District 30	state-house	B. Angelo Burch, Sr.	North Carolina;Durham County	provisional	30
Candidate	North Carolina;General Assembly House of Representatives District 30	state-house	Marcia Morey	North Carolina;Durham County	absentee-mail	688
Candidate	North Carolina;General Assembly House of Representatives District 30	state-house	Marcia Morey	North Carolina;Durham County	early	19996
Candidate	North Carolina;General Assembly House of Representatives District 30	state-house	Marcia Morey	North Carolina;Durham County	election-day	9533
Candidate	North Carolina;General Assembly House of Representatives District 30	state-house	Marcia Morey	North Carolina;Durham County	provisional	86
Candidate	North Carolina;General Assembly House of Representatives District 30	state-house	Matthew Wagoner	North Carolina;Durham County	absentee-mail	10
Candidate	North Carolina;General Assembly House of Representatives District 30	state-house	Matthew Wagoner	North Carolina;Durham County	early	438
Candidate	North Carolina;General Assembly House of Representatives District 30	state-house	Matthew Wagoner	North Carolina;Durham County	election-day	421
Candidate	North Carolina;General Assembly House of Representatives District 30	state-house	Matthew Wagoner	North Carolina;Durham County	provisional	3
Candidate	North Carolina;General Assembly House of Representatives District 31	state-house	Erik Raudsep	North Carolina;Durham County	absentee-mail	15
Candidate	North Carolina;General Assembly House of Representatives District 31	state-house	Erik Raudsep	North Carolina;Durham County	early	666
Candidate	North Carolina;General Assembly House of Representatives District 31	state-house	Erik Raudsep	North Carolina;Durham County	election-day	493
Candidate	North Carolina;General Assembly House of Representatives District 31	state-house	Erik Raudsep	North Carolina;Durham County	provisional	5
Candidate	North Carolina;General Assembly House of Representatives District 31	state-house	Torian Webson	North Carolina;Durham County	absentee-mail	132
Candidate	North Carolina;General Assembly House of Representatives District 31	state-house	Torian Webson	North Carolina;Durham County	early	3666
Candidate	North Carolina;General Assembly House of Representatives District 31	state-house	Torian Webson	North Carolina;Durham County	election-day	2183
Candidate	North Carolina;General Assembly House of Representatives District 31	state-house	Torian Webson	North Carolina;Durham County	provisional	21
Candidate	North Carolina;General Assembly House of Representatives District 31	state-house	Zack Forde-Hawkins	North Carolina;Durham County	absentee-mail	461
Candidate	North Carolina;General Assembly House of Representatives District 31	state-house	Zack Forde-Hawkins	North Carolina;Durham County	early	20667
Candidate	North Carolina;General Assembly House of Representatives District 31	state-house	Zack Forde-Hawkins	North Carolina;Durham County	election-day	9322
Candidate	North Carolina;General Assembly House of Representatives District 31	state-house	Zack Forde-Hawkins	North Carolina;Durham County	provisional	163
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Robert Shingler	North Carolina;Granville County	absentee-mail	25
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Robert Shingler	North Carolina;Granville County	early	1155
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Robert Shingler	North Carolina;Granville County	election-day	1087
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Robert Shingler	North Carolina;Granville County	provisional	12
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Robert Shingler	North Carolina;Vance County	absentee-mail	70
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Robert Shingler	North Carolina;Vance County	early	2957
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Robert Shingler	North Carolina;Vance County	election-day	2150
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Robert Shingler	North Carolina;Vance County	provisional	5
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Robert Shingler	North Carolina;Warren County	absentee-mail	32
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Robert Shingler	North Carolina;Warren County	early	797
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Robert Shingler	North Carolina;Warren County	election-day	1616
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Robert Shingler	North Carolina;Warren County	provisional	3
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Terry Garrison	North Carolina;Granville County	absentee-mail	54
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Terry Garrison	North Carolina;Granville County	early	2511
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Terry Garrison	North Carolina;Granville County	election-day	1433
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Terry Garrison	North Carolina;Granville County	provisional	35
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Terry Garrison	North Carolina;Vance County	absentee-mail	111
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Terry Garrison	North Carolina;Vance County	early	5307
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Terry Garrison	North Carolina;Vance County	election-day	3426
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Terry Garrison	North Carolina;Vance County	provisional	13
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Terry Garrison	North Carolina;Warren County	absentee-mail	85
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Terry Garrison	North Carolina;Warren County	early	2545
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Terry Garrison	North Carolina;Warren County	election-day	2292
Candidate	North Carolina;General Assembly House of Representatives District 32	state-house	Terry Garrison	North Carolina;Warren County	provisional	10
Candidate	North Carolina;General Assembly House of Representatives District 33	state-house	Anne Murtha	North Carolina;Wake County	absentee-mail	171
Candidate	North Carolina;General Assembly House of Representatives District 33	state-house	Anne Murtha	North Carolina;Wake County	early	2387
Candidate	North Carolina;General Assembly House of Representatives District 33	state-house	Anne Murtha	North Carolina;Wake County	election-day	3870
Candidate	North Carolina;General Assembly House of Representatives District 33	state-house	Anne Murtha	North Carolina;Wake County	provisional	40
Candidate	North Carolina;General Assembly House of Representatives District 33	state-house	Rosa U. Gill	North Carolina;Wake County	absentee-mail	475
Candidate	North Carolina;General Assembly House of Representatives District 33	state-house	Rosa U. Gill	North Carolina;Wake County	early	13450
Candidate	North Carolina;General Assembly House of Representatives District 33	state-house	Rosa U. Gill	North Carolina;Wake County	election-day	9786
Candidate	North Carolina;General Assembly House of Representatives District 33	state-house	Rosa U. Gill	North Carolina;Wake County	provisional	189
Candidate	North Carolina;General Assembly House of Representatives District 34	state-house	Cap Hayes	North Carolina;Wake County	absentee-mail	30
Candidate	North Carolina;General Assembly House of Representatives District 34	state-house	Cap Hayes	North Carolina;Wake County	early	332
Candidate	North Carolina;General Assembly House of Representatives District 34	state-house	Cap Hayes	North Carolina;Wake County	election-day	591
Candidate	North Carolina;General Assembly House of Representatives District 34	state-house	Cap Hayes	North Carolina;Wake County	provisional	17
Candidate	North Carolina;General Assembly House of Representatives District 34	state-house	Catherine Whiteford	North Carolina;Wake County	absentee-mail	391
Candidate	North Carolina;General Assembly House of Representatives District 34	state-house	Catherine Whiteford	North Carolina;Wake County	early	4544
Candidate	North Carolina;General Assembly House of Representatives District 34	state-house	Catherine Whiteford	North Carolina;Wake County	election-day	7872
Candidate	North Carolina;General Assembly House of Representatives District 34	state-house	Catherine Whiteford	North Carolina;Wake County	provisional	96
Candidate	North Carolina;General Assembly House of Representatives District 34	state-house	Grier Martin	North Carolina;Wake County	absentee-mail	919
Candidate	North Carolina;General Assembly House of Representatives District 34	state-house	Grier Martin	North Carolina;Wake County	early	13190
Candidate	North Carolina;General Assembly House of Representatives District 34	state-house	Grier Martin	North Carolina;Wake County	election-day	12041
Candidate	North Carolina;General Assembly House of Representatives District 34	state-house	Grier Martin	North Carolina;Wake County	provisional	198
Candidate	North Carolina;General Assembly House of Representatives District 35	state-house	Chris Malone	North Carolina;Wake County	absentee-mail	681
Candidate	North Carolina;General Assembly House of Representatives District 35	state-house	Chris Malone	North Carolina;Wake County	early	8252
Candidate	North Carolina;General Assembly House of Representatives District 35	state-house	Chris Malone	North Carolina;Wake County	election-day	11585
Candidate	North Carolina;General Assembly House of Representatives District 35	state-house	Chris Malone	North Carolina;Wake County	provisional	150
Candidate	North Carolina;General Assembly House of Representatives District 35	state-house	Michael Nelson	North Carolina;Wake County	absentee-mail	54
Candidate	North Carolina;General Assembly House of Representatives District 35	state-house	Michael Nelson	North Carolina;Wake County	early	486
Candidate	North Carolina;General Assembly House of Representatives District 35	state-house	Michael Nelson	North Carolina;Wake County	election-day	977
Candidate	North Carolina;General Assembly House of Representatives District 35	state-house	Michael Nelson	North Carolina;Wake County	provisional	15
Candidate	North Carolina;General Assembly House of Representatives District 35	state-house	Terence Everitt	North Carolina;Wake County	absentee-mail	1151
Candidate	North Carolina;General Assembly House of Representatives District 35	state-house	Terence Everitt	North Carolina;Wake County	early	12362
Candidate	North Carolina;General Assembly House of Representatives District 35	state-house	Terence Everitt	North Carolina;Wake County	election-day	9510
Candidate	North Carolina;General Assembly House of Representatives District 35	state-house	Terence Everitt	North Carolina;Wake County	provisional	164
Candidate	North Carolina;General Assembly House of Representatives District 36	state-house	Julie von Haefen	North Carolina;Wake County	absentee-mail	1276
Candidate	North Carolina;General Assembly House of Representatives District 36	state-house	Julie von Haefen	North Carolina;Wake County	early	11594
Candidate	North Carolina;General Assembly House of Representatives District 36	state-house	Julie von Haefen	North Carolina;Wake County	election-day	8574
Candidate	North Carolina;General Assembly House of Representatives District 36	state-house	Julie von Haefen	North Carolina;Wake County	provisional	107
Candidate	North Carolina;General Assembly House of Representatives District 36	state-house	Nelson Dollar	North Carolina;Wake County	absentee-mail	727
Candidate	North Carolina;General Assembly House of Representatives District 36	state-house	Nelson Dollar	North Carolina;Wake County	early	8180
Candidate	North Carolina;General Assembly House of Representatives District 36	state-house	Nelson Dollar	North Carolina;Wake County	election-day	11672
Candidate	North Carolina;General Assembly House of Representatives District 36	state-house	Nelson Dollar	North Carolina;Wake County	provisional	88
Candidate	North Carolina;General Assembly House of Representatives District 36	state-house	Robyn Haley Pegram	North Carolina;Wake County	absentee-mail	55
Candidate	North Carolina;General Assembly House of Representatives District 36	state-house	Robyn Haley Pegram	North Carolina;Wake County	early	401
Candidate	North Carolina;General Assembly House of Representatives District 36	state-house	Robyn Haley Pegram	North Carolina;Wake County	election-day	832
Candidate	North Carolina;General Assembly House of Representatives District 36	state-house	Robyn Haley Pegram	North Carolina;Wake County	provisional	17
Candidate	North Carolina;General Assembly House of Representatives District 37	state-house	Guy Meilleur	North Carolina;Wake County	absentee-mail	36
Candidate	North Carolina;General Assembly House of Representatives District 37	state-house	Guy Meilleur	North Carolina;Wake County	early	268
Candidate	North Carolina;General Assembly House of Representatives District 37	state-house	Guy Meilleur	North Carolina;Wake County	election-day	705
Candidate	North Carolina;General Assembly House of Representatives District 37	state-house	Guy Meilleur	North Carolina;Wake County	provisional	9
Candidate	North Carolina;General Assembly House of Representatives District 37	state-house	John B. Adcock	North Carolina;Wake County	absentee-mail	763
Candidate	North Carolina;General Assembly House of Representatives District 37	state-house	John B. Adcock	North Carolina;Wake County	early	7787
Candidate	North Carolina;General Assembly House of Representatives District 37	state-house	John B. Adcock	North Carolina;Wake County	election-day	13132
Candidate	North Carolina;General Assembly House of Representatives District 37	state-house	John B. Adcock	North Carolina;Wake County	provisional	177
Candidate	North Carolina;General Assembly House of Representatives District 37	state-house	Mrs. Sydney Batch	North Carolina;Wake County	absentee-mail	1192
Candidate	North Carolina;General Assembly House of Representatives District 37	state-house	Mrs. Sydney Batch	North Carolina;Wake County	early	10891
Candidate	North Carolina;General Assembly House of Representatives District 37	state-house	Mrs. Sydney Batch	North Carolina;Wake County	election-day	10528
Candidate	North Carolina;General Assembly House of Representatives District 37	state-house	Mrs. Sydney Batch	North Carolina;Wake County	provisional	192
Candidate	North Carolina;General Assembly House of Representatives District 38	state-house	Bobby Yates Emory	North Carolina;Wake County	absentee-mail	21
Candidate	North Carolina;General Assembly House of Representatives District 38	state-house	Bobby Yates Emory	North Carolina;Wake County	early	233
Candidate	North Carolina;General Assembly House of Representatives District 38	state-house	Bobby Yates Emory	North Carolina;Wake County	election-day	501
Candidate	North Carolina;General Assembly House of Representatives District 38	state-house	Bobby Yates Emory	North Carolina;Wake County	provisional	13
Candidate	North Carolina;General Assembly House of Representatives District 38	state-house	Ken Bagnal	North Carolina;Wake County	absentee-mail	113
Candidate	North Carolina;General Assembly House of Representatives District 38	state-house	Ken Bagnal	North Carolina;Wake County	early	1527
Candidate	North Carolina;General Assembly House of Representatives District 38	state-house	Ken Bagnal	North Carolina;Wake County	election-day	2874
Candidate	North Carolina;General Assembly House of Representatives District 38	state-house	Ken Bagnal	North Carolina;Wake County	provisional	18
Candidate	North Carolina;General Assembly House of Representatives District 38	state-house	Yvonne Lewis Holley	North Carolina;Wake County	absentee-mail	467
Candidate	North Carolina;General Assembly House of Representatives District 38	state-house	Yvonne Lewis Holley	North Carolina;Wake County	early	11847
Candidate	North Carolina;General Assembly House of Representatives District 38	state-house	Yvonne Lewis Holley	North Carolina;Wake County	election-day	11419
Candidate	North Carolina;General Assembly House of Representatives District 38	state-house	Yvonne Lewis Holley	North Carolina;Wake County	provisional	252
Candidate	North Carolina;General Assembly House of Representatives District 39	state-house	Darren Jackson	North Carolina;Wake County	absentee-mail	555
Candidate	North Carolina;General Assembly House of Representatives District 39	state-house	Darren Jackson	North Carolina;Wake County	early	13326
Candidate	North Carolina;General Assembly House of Representatives District 39	state-house	Darren Jackson	North Carolina;Wake County	election-day	10068
Candidate	North Carolina;General Assembly House of Representatives District 39	state-house	Darren Jackson	North Carolina;Wake County	provisional	223
Candidate	North Carolina;General Assembly House of Representatives District 39	state-house	Martin Matuszewski	North Carolina;Wake County	absentee-mail	24
Candidate	North Carolina;General Assembly House of Representatives District 39	state-house	Martin Matuszewski	North Carolina;Wake County	early	268
Candidate	North Carolina;General Assembly House of Representatives District 39	state-house	Martin Matuszewski	North Carolina;Wake County	election-day	491
Candidate	North Carolina;General Assembly House of Representatives District 39	state-house	Martin Matuszewski	North Carolina;Wake County	provisional	6
Candidate	North Carolina;General Assembly House of Representatives District 39	state-house	Rhonda Allen	North Carolina;Wake County	absentee-mail	234
Candidate	North Carolina;General Assembly House of Representatives District 39	state-house	Rhonda Allen	North Carolina;Wake County	early	5026
Candidate	North Carolina;General Assembly House of Representatives District 39	state-house	Rhonda Allen	North Carolina;Wake County	election-day	6121
Candidate	North Carolina;General Assembly House of Representatives District 39	state-house	Rhonda Allen	North Carolina;Wake County	provisional	60
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Da'Quan Marcell Love	North Carolina;Duplin County	absentee-mail	72
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Da'Quan Marcell Love	North Carolina;Duplin County	early	2880
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Da'Quan Marcell Love	North Carolina;Duplin County	election-day	2908
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Da'Quan Marcell Love	North Carolina;Duplin County	provisional	16
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Da'Quan Marcell Love	North Carolina;Onslow County	absentee-mail	24
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Da'Quan Marcell Love	North Carolina;Onslow County	early	686
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Da'Quan Marcell Love	North Carolina;Onslow County	election-day	904
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Da'Quan Marcell Love	North Carolina;Onslow County	provisional	25
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Jimmy Dixon	North Carolina;Duplin County	absentee-mail	64
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Jimmy Dixon	North Carolina;Duplin County	early	3090
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Jimmy Dixon	North Carolina;Duplin County	election-day	6044
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Jimmy Dixon	North Carolina;Duplin County	provisional	17
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Jimmy Dixon	North Carolina;Onslow County	absentee-mail	47
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Jimmy Dixon	North Carolina;Onslow County	early	1358
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Jimmy Dixon	North Carolina;Onslow County	election-day	2882
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Jimmy Dixon	North Carolina;Onslow County	provisional	44
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Kevin E. Hayes	North Carolina;Duplin County	absentee-mail	1
Candidate	North Carolina;General Assembly House of Representatives District 4	state-house	Kevin E. Hayes	North Carolina;Duplin County	early	99
