Name	ElectionDistrict
AR Senate District 22	Arkansas;AR Senate District 22
AR Senate District 23	Arkansas;AR Senate District 23
AR Senate District 24	Arkansas;AR Senate District 24
AR Senate District 25	Arkansas;AR Senate District 25
AR Senate District 26	Arkansas;AR Senate District 26
AR Senate District 27	Arkansas;AR Senate District 27
AR Senate District 28	Arkansas;AR Senate District 28
AR Senate District 29	Arkansas;AR Senate District 29
AR Senate District 30	Arkansas;AR Senate District 30
AR Senate District 31	Arkansas;AR Senate District 31
AR Senate District 32	Arkansas;AR Senate District 32
AR Senate District 33	Arkansas;AR Senate District 33
AR Senate District 34	Arkansas;AR Senate District 34
AR Senate District 35	Arkansas;AR Senate District 35
US House AR District 1	Arkansas;US House AR District 1
US House AR District 2	Arkansas;US House AR District 2
US House AR District 3	Arkansas;US House AR District 3
US House AR District 4	Arkansas;US House AR District 4
US President (AR)	Arkansas
AR Governor	Arkansas
AR Lieutenant Governor	Arkansas
US Senate AR	Arkansas
AR Attorney General	Arkansas
AR State Treasurer	Arkansas
AR Auditor of State	Arkansas
AR Secretary of State	Arkansas
AR Commissioner of State Lands	Arkansas
"Circuit Judge, District 4, Division 8"	Arkansas
"Circuit Judge, District 18-East, Division 02"	Arkansas
"Circuit Judge, District 12, Division 06"	Arkansas
"Circuit Judge, District 11-West, Division 3, Subdistrict 11.2"	Arkansas
"Circuit Judge, District 10, Division 01, Subdistrict 10.2"	Arkansas
"Circuit Judge, District 06, Division 15, Subdistrict 6.2"	Arkansas
"Circuit Judge, District 06, Division 14, Subdistrict 6.2"	Arkansas
"Circuit Judge, District 06, Division 10, Subdistrict 6.1"	Arkansas
"Circuit Judge, District 06, Division 02, Subdistrict 6.2"	Arkansas
"Circuit Judge, District 03, Division 03"	Arkansas
State District Judge District 33	Arkansas
"State District Judge District 2, Division 4"	Arkansas
State District Judge District 12	Arkansas
