Table	Name	ExternalIdentifierType	ExternalIdentifierValue
ReportingUnit	Maryland;Garrett County	nc_export1	12
ReportingUnit	Maryland;Harford County	nc_export1	13
ReportingUnit	Maryland;Howard County	nc_export1	14
ReportingUnit	Maryland;Kent County	nc_export1	15
ReportingUnit	Maryland;Montgomery County	nc_export1	16
ReportingUnit	Maryland;Prince George's County	nc_export1	17
ReportingUnit	Maryland;Queen Anne's County	nc_export1	18
ReportingUnit	Maryland;St. Mary's County	nc_export1	19
ReportingUnit	Maryland;Somerset County	nc_export1	20
ReportingUnit	Maryland;Talbot County	nc_export1	21
ReportingUnit	Maryland;Washington County	nc_export1	22
ReportingUnit	Maryland;Wicomico County	nc_export1	23
ReportingUnit	Maryland;Worcester County	nc_export1	24
ReportingUnit	Maryland;Allegany County;Election District 1	nc_export1	1;1
ReportingUnit	Maryland;Allegany County;Election District 2	nc_export1	1;2
ReportingUnit	Maryland;Allegany County;Election District 3	nc_export1	1;3
ReportingUnit	Maryland;Allegany County;Election District 4	nc_export1	1;4
ReportingUnit	Maryland;Allegany County;Election District 5	nc_export1	1;5
ReportingUnit	Maryland;Allegany County;Election District 6	nc_export1	1;6
ReportingUnit	Maryland;Allegany County;Election District 7	nc_export1	1;7
ReportingUnit	Maryland;Allegany County;Election District 8	nc_export1	1;8
ReportingUnit	Maryland;Allegany County;Election District 9	nc_export1	1;9
ReportingUnit	Maryland;Allegany County;Election District 10	nc_export1	1;10
ReportingUnit	Maryland;Allegany County;Election District 11	nc_export1	1;11
ReportingUnit	Maryland;Allegany County;Election District 12	nc_export1	1;12
ReportingUnit	Maryland;Allegany County;Election District 13	nc_export1	1;13
ReportingUnit	Maryland;Allegany County;Election District 14	nc_export1	1;14
ReportingUnit	Maryland;Allegany County;Election District 16	nc_export1	1;16
ReportingUnit	Maryland;Allegany County;Election District 18	nc_export1	1;18
ReportingUnit	Maryland;Allegany County;Election District 20	nc_export1	1;20
ReportingUnit	Maryland;Allegany County;Election District 21	nc_export1	1;21
ReportingUnit	Maryland;Allegany County;Election District 22	nc_export1	1;22
ReportingUnit	Maryland;Allegany County;Election District 23	nc_export1	1;23
ReportingUnit	Maryland;Allegany County;Election District 24	nc_export1	1;24
ReportingUnit	Maryland;Allegany County;Election District 26	nc_export1	1;26
ReportingUnit	Maryland;Allegany County;Election District 29	nc_export1	1;29
ReportingUnit	Maryland;Allegany County;Election District 31	nc_export1	1;31
ReportingUnit	Maryland;Allegany County;Election District 34	nc_export1	1;34
ReportingUnit	Maryland;Anne Arundel County;Election District 1	nc_export1	2;1
ReportingUnit	Maryland;Anne Arundel County;Election District 2	nc_export1	2;2
ReportingUnit	Maryland;Anne Arundel County;Election District 3	nc_export1	2;3
ReportingUnit	Maryland;Anne Arundel County;Election District 4	nc_export1	2;4
ReportingUnit	Maryland;Anne Arundel County;Election District 5	nc_export1	2;5
ReportingUnit	Maryland;Anne Arundel County;Election District 6	nc_export1	2;6
ReportingUnit	Maryland;Anne Arundel County;Election District 7	nc_export1	2;7
ReportingUnit	Maryland;Baltimore City;Election District 1	nc_export1	3;1
ReportingUnit	Maryland;Baltimore City;Election District 2	nc_export1	3;2
ReportingUnit	Maryland;Baltimore City;Election District 3	nc_export1	3;3
ReportingUnit	Maryland;Baltimore City;Election District 4	nc_export1	3;4
ReportingUnit	Maryland;Baltimore City;Election District 5	nc_export1	3;5
ReportingUnit	Maryland;Baltimore City;Election District 6	nc_export1	3;6
ReportingUnit	Maryland;Baltimore City;Election District 7	nc_export1	3;7
ReportingUnit	Maryland;Baltimore City;Election District 8	nc_export1	3;8
ReportingUnit	Maryland;Baltimore City;Election District 9	nc_export1	3;9
ReportingUnit	Maryland;Baltimore City;Election District 10	nc_export1	3;10
ReportingUnit	Maryland;Baltimore City;Election District 11	nc_export1	3;11
ReportingUnit	Maryland;Baltimore City;Election District 12	nc_export1	3;12
ReportingUnit	Maryland;Baltimore City;Election District 13	nc_export1	3;13
ReportingUnit	Maryland;Baltimore City;Election District 14	nc_export1	3;14
ReportingUnit	Maryland;Baltimore City;Election District 15	nc_export1	3;15
ReportingUnit	Maryland;Baltimore City;Election District 16	nc_export1	3;16
ReportingUnit	Maryland;Baltimore City;Election District 17	nc_export1	3;17
ReportingUnit	Maryland;Baltimore City;Election District 18	nc_export1	3;18
ReportingUnit	Maryland;Baltimore City;Election District 19	nc_export1	3;19
ReportingUnit	Maryland;Baltimore City;Election District 20	nc_export1	3;20
ReportingUnit	Maryland;Baltimore City;Election District 21	nc_export1	3;21
ReportingUnit	Maryland;Baltimore City;Election District 22	nc_export1	3;22
ReportingUnit	Maryland;Baltimore City;Election District 23	nc_export1	3;23
ReportingUnit	Maryland;Baltimore City;Election District 24	nc_export1	3;24
ReportingUnit	Maryland;Baltimore City;Election District 25	nc_export1	3;25
ReportingUnit	Maryland;Baltimore City;Election District 26	nc_export1	3;26
ReportingUnit	Maryland;Baltimore City;Election District 27	nc_export1	3;27
ReportingUnit	Maryland;Baltimore City;Election District 28	nc_export1	3;28
ReportingUnit	Maryland;Baltimore County;Election District 1	nc_export1	4;1
ReportingUnit	Maryland;Baltimore County;Election District 2	nc_export1	4;2
ReportingUnit	Maryland;Baltimore County;Election District 3	nc_export1	4;3
ReportingUnit	Maryland;Baltimore County;Election District 4	nc_export1	4;4
ReportingUnit	Maryland;Baltimore County;Election District 5	nc_export1	4;5
ReportingUnit	Maryland;Baltimore County;Election District 6	nc_export1	4;6
ReportingUnit	Maryland;Baltimore County;Election District 7	nc_export1	4;7
ReportingUnit	Maryland;Baltimore County;Election District 8	nc_export1	4;8
ReportingUnit	Maryland;Baltimore County;Election District 9	nc_export1	4;9
ReportingUnit	Maryland;Baltimore County;Election District 10	nc_export1	4;10
ReportingUnit	Maryland;Baltimore County;Election District 11	nc_export1	4;11
ReportingUnit	Maryland;Baltimore County;Election District 12	nc_export1	4;12
ReportingUnit	Maryland;Baltimore County;Election District 13	nc_export1	4;13
ReportingUnit	Maryland;Baltimore County;Election District 14	nc_export1	4;14
ReportingUnit	Maryland;Baltimore County;Election District 15	nc_export1	4;15
ReportingUnit	Maryland;Calvert County;Election District 1	nc_export1	5;1
ReportingUnit	Maryland;Calvert County;Election District 2	nc_export1	5;2
ReportingUnit	Maryland;Calvert County;Election District 3	nc_export1	5;3
ReportingUnit	Maryland;Caroline County;Election District 1	nc_export1	6;1
ReportingUnit	Maryland;Caroline County;Election District 2	nc_export1	6;2
ReportingUnit	Maryland;Caroline County;Election District 3	nc_export1	6;3
ReportingUnit	Maryland;Caroline County;Election District 4	nc_export1	6;4
ReportingUnit	Maryland;Caroline County;Election District 5	nc_export1	6;5
ReportingUnit	Maryland;Caroline County;Election District 6	nc_export1	6;6
ReportingUnit	Maryland;Caroline County;Election District 7	nc_export1	6;7
ReportingUnit	Maryland;Caroline County;Election District 8	nc_export1	6;8
ReportingUnit	Maryland;Carroll County;Election District 1	nc_export1	7;1
ReportingUnit	Maryland;Carroll County;Election District 2	nc_export1	7;2
ReportingUnit	Maryland;Carroll County;Election District 3	nc_export1	7;3
ReportingUnit	Maryland;Carroll County;Election District 4	nc_export1	7;4
ReportingUnit	Maryland;Carroll County;Election District 5	nc_export1	7;5
ReportingUnit	Maryland;Carroll County;Election District 6	nc_export1	7;6
ReportingUnit	Maryland;Carroll County;Election District 7	nc_export1	7;7
ReportingUnit	Maryland;Carroll County;Election District 8	nc_export1	7;8
ReportingUnit	Maryland;Carroll County;Election District 9	nc_export1	7;9
ReportingUnit	Maryland;Carroll County;Election District 10	nc_export1	7;10
ReportingUnit	Maryland;Carroll County;Election District 11	nc_export1	7;11
ReportingUnit	Maryland;Carroll County;Election District 12	nc_export1	7;12
ReportingUnit	Maryland;Carroll County;Election District 13	nc_export1	7;13
ReportingUnit	Maryland;Carroll County;Election District 14	nc_export1	7;14
ReportingUnit	Maryland;Cecil County;Election District 1	nc_export1	8;1
ReportingUnit	Maryland;Cecil County;Election District 2	nc_export1	8;2
ReportingUnit	Maryland;Cecil County;Election District 3	nc_export1	8;3
ReportingUnit	Maryland;Cecil County;Election District 4	nc_export1	8;4
ReportingUnit	Maryland;Cecil County;Election District 5	nc_export1	8;5
ReportingUnit	Maryland;Cecil County;Election District 6	nc_export1	8;6
ReportingUnit	Maryland;Cecil County;Election District 7	nc_export1	8;7
ReportingUnit	Maryland;Cecil County;Election District 8	nc_export1	8;8
ReportingUnit	Maryland;Cecil County;Election District 9	nc_export1	8;9
ReportingUnit	Maryland;Charles County;Election District 1	nc_export1	9;1
ReportingUnit	Maryland;Charles County;Election District 2	nc_export1	9;2
ReportingUnit	Maryland;Charles County;Election District 3	nc_export1	9;3
ReportingUnit	Maryland;Charles County;Election District 4	nc_export1	9;4
ReportingUnit	Maryland;Charles County;Election District 5	nc_export1	9;5
ReportingUnit	Maryland;Charles County;Election District 6	nc_export1	9;6
ReportingUnit	Maryland;Charles County;Election District 7	nc_export1	9;7
ReportingUnit	Maryland;Charles County;Election District 8	nc_export1	9;8
ReportingUnit	Maryland;Charles County;Election District 9	nc_export1	9;9
ReportingUnit	Maryland;Charles County;Election District 10	nc_export1	9;10
ReportingUnit	Maryland;Dorchester County;Election District 1	nc_export1	10;1
ReportingUnit	Maryland;Dorchester County;Election District 2	nc_export1	10;2
ReportingUnit	Maryland;Dorchester County;Election District 3	nc_export1	10;3
ReportingUnit	Maryland;Dorchester County;Election District 4	nc_export1	10;4
ReportingUnit	Maryland;Dorchester County;Election District 5	nc_export1	10;5
ReportingUnit	Maryland;Dorchester County;Election District 6	nc_export1	10;6
ReportingUnit	Maryland;Dorchester County;Election District 7	nc_export1	10;7
ReportingUnit	Maryland;Dorchester County;Election District 8	nc_export1	10;8
ReportingUnit	Maryland;Dorchester County;Election District 9	nc_export1	10;9
ReportingUnit	Maryland;Dorchester County;Election District 10	nc_export1	10;10
ReportingUnit	Maryland;Dorchester County;Election District 11	nc_export1	10;11
ReportingUnit	Maryland;Dorchester County;Election District 12	nc_export1	10;12
ReportingUnit	Maryland;Dorchester County;Election District 13	nc_export1	10;13
ReportingUnit	Maryland;Dorchester County;Election District 14	nc_export1	10;14
ReportingUnit	Maryland;Dorchester County;Election District 15	nc_export1	10;15
ReportingUnit	Maryland;Dorchester County;Election District 16	nc_export1	10;16
ReportingUnit	Maryland;Dorchester County;Election District 17	nc_export1	10;17
ReportingUnit	Maryland;Dorchester County;Election District 18	nc_export1	10;18
ReportingUnit	Maryland;Frederick County;Election District 1	nc_export1	11;1
ReportingUnit	Maryland;Frederick County;Election District 2	nc_export1	11;2
ReportingUnit	Maryland;Frederick County;Election District 3	nc_export1	11;3
ReportingUnit	Maryland;Frederick County;Election District 4	nc_export1	11;4
ReportingUnit	Maryland;Frederick County;Election District 5	nc_export1	11;5
ReportingUnit	Maryland;Frederick County;Election District 6	nc_export1	11;6
ReportingUnit	Maryland;Frederick County;Election District 7	nc_export1	11;7
ReportingUnit	Maryland;Frederick County;Election District 8	nc_export1	11;8
ReportingUnit	Maryland;Frederick County;Election District 9	nc_export1	11;9
ReportingUnit	Maryland;Frederick County;Election District 10	nc_export1	11;10
ReportingUnit	Maryland;Frederick County;Election District 11	nc_export1	11;11
ReportingUnit	Maryland;Frederick County;Election District 12	nc_export1	11;12
ReportingUnit	Maryland;Frederick County;Election District 13	nc_export1	11;13
ReportingUnit	Maryland;Frederick County;Election District 14	nc_export1	11;14
ReportingUnit	Maryland;Frederick County;Election District 15	nc_export1	11;15
ReportingUnit	Maryland;Frederick County;Election District 16	nc_export1	11;16
ReportingUnit	Maryland;Frederick County;Election District 17	nc_export1	11;17
ReportingUnit	Maryland;Frederick County;Election District 18	nc_export1	11;18
ReportingUnit	Maryland;Frederick County;Election District 19	nc_export1	11;19
ReportingUnit	Maryland;Frederick County;Election District 20	nc_export1	11;20
ReportingUnit	Maryland;Frederick County;Election District 21	nc_export1	11;21
ReportingUnit	Maryland;Frederick County;Election District 22	nc_export1	11;22
ReportingUnit	Maryland;Frederick County;Election District 23	nc_export1	11;23
ReportingUnit	Maryland;Frederick County;Election District 24	nc_export1	11;24
ReportingUnit	Maryland;Frederick County;Election District 25	nc_export1	11;25
ReportingUnit	Maryland;Frederick County;Election District 26	nc_export1	11;26
ReportingUnit	Maryland;Garrett County;Election District 1	nc_export1	12;1
ReportingUnit	Maryland;Garrett County;Election District 2	nc_export1	12;2
ReportingUnit	Maryland;Garrett County;Election District 3	nc_export1	12;3
ReportingUnit	Maryland;Garrett County;Election District 4	nc_export1	12;4
ReportingUnit	Maryland;Garrett County;Election District 5	nc_export1	12;5
ReportingUnit	Maryland;Garrett County;Election District 6	nc_export1	12;6
ReportingUnit	Maryland;Garrett County;Election District 7	nc_export1	12;7
ReportingUnit	Maryland;Garrett County;Election District 8	nc_export1	12;8
ReportingUnit	Maryland;Garrett County;Election District 9	nc_export1	12;9
ReportingUnit	Maryland;Garrett County;Election District 10	nc_export1	12;10
ReportingUnit	Maryland;Garrett County;Election District 11	nc_export1	12;11
ReportingUnit	Maryland;Garrett County;Election District 12	nc_export1	12;12
ReportingUnit	Maryland;Garrett County;Election District 13	nc_export1	12;13
ReportingUnit	Maryland;Garrett County;Election District 14	nc_export1	12;14
ReportingUnit	Maryland;Garrett County;Election District 15	nc_export1	12;15
ReportingUnit	Maryland;Garrett County;Election District 16	nc_export1	12;16
ReportingUnit	Maryland;Harford County;Election District 1	nc_export1	13;1
ReportingUnit	Maryland;Harford County;Election District 2	nc_export1	13;2
ReportingUnit	Maryland;Harford County;Election District 3	nc_export1	13;3
ReportingUnit	Maryland;Harford County;Election District 4	nc_export1	13;4
ReportingUnit	Maryland;Harford County;Election District 5	nc_export1	13;5
ReportingUnit	Maryland;Harford County;Election District 6	nc_export1	13;6
ReportingUnit	Maryland;Howard County;Election District 1	nc_export1	14;1
ReportingUnit	Maryland;Howard County;Election District 2	nc_export1	14;2
ReportingUnit	Maryland;Howard County;Election District 3	nc_export1	14;3
ReportingUnit	Maryland;Howard County;Election District 4	nc_export1	14;4
ReportingUnit	Maryland;Howard County;Election District 5	nc_export1	14;5
ReportingUnit	Maryland;Howard County;Election District 6	nc_export1	14;6
ReportingUnit	Maryland;Kent County;Election District 1	nc_export1	15;1
ReportingUnit	Maryland;Kent County;Election District 2	nc_export1	15;2
ReportingUnit	Maryland;Kent County;Election District 3	nc_export1	15;3
ReportingUnit	Maryland;Kent County;Election District 4	nc_export1	15;4
ReportingUnit	Maryland;Kent County;Election District 5	nc_export1	15;5
ReportingUnit	Maryland;Kent County;Election District 6	nc_export1	15;6
ReportingUnit	Maryland;Kent County;Election District 7	nc_export1	15;7
ReportingUnit	Maryland;Montgomery County;Election District 1	nc_export1	16;1
ReportingUnit	Maryland;Montgomery County;Election District 2	nc_export1	16;2
ReportingUnit	Maryland;Montgomery County;Election District 3	nc_export1	16;3
ReportingUnit	Maryland;Montgomery County;Election District 4	nc_export1	16;4
ReportingUnit	Maryland;Montgomery County;Election District 5	nc_export1	16;5
ReportingUnit	Maryland;Montgomery County;Election District 6	nc_export1	16;6
ReportingUnit	Maryland;Montgomery County;Election District 7	nc_export1	16;7
ReportingUnit	Maryland;Montgomery County;Election District 8	nc_export1	16;8
ReportingUnit	Maryland;Montgomery County;Election District 9	nc_export1	16;9
ReportingUnit	Maryland;Montgomery County;Election District 10	nc_export1	16;10
ReportingUnit	Maryland;Montgomery County;Election District 11	nc_export1	16;11
ReportingUnit	Maryland;Montgomery County;Election District 12	nc_export1	16;12
ReportingUnit	Maryland;Montgomery County;Election District 13	nc_export1	16;13
ReportingUnit	Maryland;Prince George's County;Election District 1	nc_export1	17;1
ReportingUnit	Maryland;Prince George's County;Election District 2	nc_export1	17;2
ReportingUnit	Maryland;Prince George's County;Election District 3	nc_export1	17;3
ReportingUnit	Maryland;Prince George's County;Election District 4	nc_export1	17;4
ReportingUnit	Maryland;Prince George's County;Election District 5	nc_export1	17;5
ReportingUnit	Maryland;Prince George's County;Election District 6	nc_export1	17;6
ReportingUnit	Maryland;Prince George's County;Election District 7	nc_export1	17;7
ReportingUnit	Maryland;Prince George's County;Election District 8	nc_export1	17;8
ReportingUnit	Maryland;Prince George's County;Election District 9	nc_export1	17;9
ReportingUnit	Maryland;Prince George's County;Election District 10	nc_export1	17;10
ReportingUnit	Maryland;Prince George's County;Election District 11	nc_export1	17;11
ReportingUnit	Maryland;Prince George's County;Election District 12	nc_export1	17;12
ReportingUnit	Maryland;Prince George's County;Election District 13	nc_export1	17;13
ReportingUnit	Maryland;Prince George's County;Election District 14	nc_export1	17;14
ReportingUnit	Maryland;Prince George's County;Election District 15	nc_export1	17;15
ReportingUnit	Maryland;Prince George's County;Election District 16	nc_export1	17;16
ReportingUnit	Maryland;Prince George's County;Election District 17	nc_export1	17;17
ReportingUnit	Maryland;Prince George's County;Election District 18	nc_export1	17;18
ReportingUnit	Maryland;Prince George's County;Election District 19	nc_export1	17;19
ReportingUnit	Maryland;Prince George's County;Election District 20	nc_export1	17;20
ReportingUnit	Maryland;Prince George's County;Election District 21	nc_export1	17;21
ReportingUnit	Maryland;Queen Anne's County;Election District 1	nc_export1	18;1
ReportingUnit	Maryland;Queen Anne's County;Election District 2	nc_export1	18;2
ReportingUnit	Maryland;Queen Anne's County;Election District 3	nc_export1	18;3
ReportingUnit	Maryland;Queen Anne's County;Election District 4	nc_export1	18;4
ReportingUnit	Maryland;Queen Anne's County;Election District 5	nc_export1	18;5
ReportingUnit	Maryland;Queen Anne's County;Election District 6	nc_export1	18;6
ReportingUnit	Maryland;Queen Anne's County;Election District 7	nc_export1	18;7
ReportingUnit	Maryland;St. Mary's County;Election District 1	nc_export1	19;1
ReportingUnit	Maryland;St. Mary's County;Election District 2	nc_export1	19;2
ReportingUnit	Maryland;St. Mary's County;Election District 3	nc_export1	19;3
ReportingUnit	Maryland;St. Mary's County;Election District 4	nc_export1	19;4
ReportingUnit	Maryland;St. Mary's County;Election District 5	nc_export1	19;5
ReportingUnit	Maryland;St. Mary's County;Election District 6	nc_export1	19;6
ReportingUnit	Maryland;St. Mary's County;Election District 7	nc_export1	19;7
ReportingUnit	Maryland;St. Mary's County;Election District 8	nc_export1	19;8
ReportingUnit	Maryland;St. Mary's County;Election District 9	nc_export1	19;9
ReportingUnit	Maryland;Somerset County;Election District 1	nc_export1	20;1
ReportingUnit	Maryland;Somerset County;Election District 2	nc_export1	20;2
ReportingUnit	Maryland;Somerset County;Election District 3	nc_export1	20;3
ReportingUnit	Maryland;Somerset County;Election District 4	nc_export1	20;4
ReportingUnit	Maryland;Somerset County;Election District 5	nc_export1	20;5
ReportingUnit	Maryland;Somerset County;Election District 6	nc_export1	20;6
ReportingUnit	Maryland;Somerset County;Election District 7	nc_export1	20;7
ReportingUnit	Maryland;Somerset County;Election District 8	nc_export1	20;8
ReportingUnit	Maryland;Somerset County;Election District 9	nc_export1	20;9
ReportingUnit	Maryland;Somerset County;Election District 10	nc_export1	20;10
ReportingUnit	Maryland;Somerset County;Election District 11	nc_export1	20;11
ReportingUnit	Maryland;Somerset County;Election District 12	nc_export1	20;12
ReportingUnit	Maryland;Somerset County;Election District 13	nc_export1	20;13
ReportingUnit	Maryland;Somerset County;Election District 14	nc_export1	20;14
ReportingUnit	Maryland;Somerset County;Election District 15	nc_export1	20;15
ReportingUnit	Maryland;Talbot County;Election District 1	nc_export1	21;1
ReportingUnit	Maryland;Talbot County;Election District 2	nc_export1	21;2
ReportingUnit	Maryland;Talbot County;Election District 3	nc_export1	21;3
ReportingUnit	Maryland;Talbot County;Election District 4	nc_export1	21;4
ReportingUnit	Maryland;Talbot County;Election District 5	nc_export1	21;5
ReportingUnit	Maryland;Washington County;Election District 1	nc_export1	22;1
ReportingUnit	Maryland;Washington County;Election District 2	nc_export1	22;2
ReportingUnit	Maryland;Washington County;Election District 3	nc_export1	22;3
ReportingUnit	Maryland;Washington County;Election District 4	nc_export1	22;4
ReportingUnit	Maryland;Washington County;Election District 5	nc_export1	22;5
ReportingUnit	Maryland;Washington County;Election District 6	nc_export1	22;6
ReportingUnit	Maryland;Washington County;Election District 7	nc_export1	22;7
ReportingUnit	Maryland;Washington County;Election District 8	nc_export1	22;8
ReportingUnit	Maryland;Washington County;Election District 9	nc_export1	22;9
ReportingUnit	Maryland;Washington County;Election District 10	nc_export1	22;10
ReportingUnit	Maryland;Washington County;Election District 11	nc_export1	22;11
ReportingUnit	Maryland;Washington County;Election District 12	nc_export1	22;12
ReportingUnit	Maryland;Washington County;Election District 13	nc_export1	22;13
ReportingUnit	Maryland;Washington County;Election District 14	nc_export1	22;14
ReportingUnit	Maryland;Washington County;Election District 15	nc_export1	22;15
ReportingUnit	Maryland;Washington County;Election District 16	nc_export1	22;16
ReportingUnit	Maryland;Washington County;Election District 17	nc_export1	22;17
ReportingUnit	Maryland;Washington County;Election District 18	nc_export1	22;18
ReportingUnit	Maryland;Washington County;Election District 19	nc_export1	22;19
ReportingUnit	Maryland;Washington County;Election District 20	nc_export1	22;20
ReportingUnit	Maryland;Washington County;Election District 21	nc_export1	22;21
ReportingUnit	Maryland;Washington County;Election District 22	nc_export1	22;22
ReportingUnit	Maryland;Washington County;Election District 23	nc_export1	22;23
ReportingUnit	Maryland;Washington County;Election District 24	nc_export1	22;24
ReportingUnit	Maryland;Washington County;Election District 25	nc_export1	22;25
ReportingUnit	Maryland;Washington County;Election District 26	nc_export1	22;26
ReportingUnit	Maryland;Washington County;Election District 27	nc_export1	22;27
ReportingUnit	Maryland;Wicomico County;Election District 1	nc_export1	23;1
ReportingUnit	Maryland;Wicomico County;Election District 2	nc_export1	23;2
ReportingUnit	Maryland;Wicomico County;Election District 4	nc_export1	23;4
ReportingUnit	Maryland;Wicomico County;Election District 5	nc_export1	23;5
ReportingUnit	Maryland;Wicomico County;Election District 6	nc_export1	23;6
ReportingUnit	Maryland;Wicomico County;Election District 7	nc_export1	23;7
ReportingUnit	Maryland;Wicomico County;Election District 8	nc_export1	23;8
ReportingUnit	Maryland;Wicomico County;Election District 9	nc_export1	23;9
ReportingUnit	Maryland;Wicomico County;Election District 10	nc_export1	23;10
ReportingUnit	Maryland;Wicomico County;Election District 11	nc_export1	23;11
ReportingUnit	Maryland;Wicomico County;Election District 13	nc_export1	23;13
ReportingUnit	Maryland;Wicomico County;Election District 14	nc_export1	23;14
ReportingUnit	Maryland;Wicomico County;Election District 15	nc_export1	23;15
ReportingUnit	Maryland;Wicomico County;Election District 16	nc_export1	23;16
ReportingUnit	Maryland;Wicomico County;Election District 17	nc_export1	23;17
ReportingUnit	Maryland;Worcester County;Election District 1	nc_export1	24;1
ReportingUnit	Maryland;Worcester County;Election District 2	nc_export1	24;2
ReportingUnit	Maryland;Worcester County;Election District 3	nc_export1	24;3
ReportingUnit	Maryland;Worcester County;Election District 4	nc_export1	24;4
ReportingUnit	Maryland;Worcester County;Election District 5	nc_export1	24;5
ReportingUnit	Maryland;Worcester County;Election District 6	nc_export1	24;6
ReportingUnit	Maryland;Worcester County;Election District 7	nc_export1	24;7
ReportingUnit	Maryland;Allegany County;Election District 1:Precinct 0	nc_export1	1;1;0
ReportingUnit	Maryland;Allegany County;Election District 2:Precinct 0	nc_export1	1;2;0
ReportingUnit	Maryland;Allegany County;Election District 3:Precinct 0	nc_export1	1;3;0
ReportingUnit	Maryland;Allegany County;Election District 4:Precinct 2	nc_export1	1;4;2
ReportingUnit	Maryland;Allegany County;Election District 4:Precinct 3	nc_export1	1;4;3
ReportingUnit	Maryland;Allegany County;Election District 4:Precinct 4	nc_export1	1;4;4
ReportingUnit	Maryland;Allegany County;Election District 4:Precinct 5	nc_export1	1;4;5
ReportingUnit	Maryland;Allegany County;Election District 4:Precinct 8	nc_export1	1;4;8
ReportingUnit	Maryland;Allegany County;Election District 5:Precinct 4	nc_export1	1;5;4
