	Name	ReportingUnitType
2891	North Carolina;Surry County;ABSENTEE	absentee
2892	North Carolina;Surry County;15	precinct
2893	North Carolina;Surry County;12	precinct
2894	North Carolina;Surry County;17	precinct
2895	North Carolina;Surry County;04	precinct
2896	North Carolina;Surry County;02	precinct
2897	North Carolina;Surry County;20	precinct
2898	North Carolina;Surry County;25	precinct
2899	North Carolina;Surry County;28	precinct
2900	North Carolina;Surry County;27	precinct
2901	North Carolina;Surry County;07	precinct
2902	North Carolina;Surry County;26	precinct
2903	North Carolina;Surry County;23	precinct
2904	North Carolina;Surry County;24	precinct
2905	North Carolina;Surry County;06	precinct
2906	North Carolina;Surry County;03	precinct
2907	North Carolina;Surry County;09	precinct
2908	North Carolina;Surry County;10	precinct
2909	North Carolina;Surry County;05	precinct
2910	North Carolina;Surry County;08	precinct
2911	North Carolina;Surry County;22	precinct
2912	North Carolina;Surry County;21	precinct
2913	North Carolina;Surry County;18	precinct
2914	North Carolina;Surry County;11	precinct
2915	North Carolina;Surry County;01	precinct
2916	North Carolina;Surry County;19	precinct
2917	North Carolina;Union County;028A	precinct
2918	North Carolina;Union County;017A	precinct
2919	North Carolina;Union County;028B	precinct
2920	North Carolina;Union County;031	precinct
2921	North Carolina;Union County;017B	precinct
2922	North Carolina;Union County;038B	precinct
2923	North Carolina;Union County;034	precinct
2924	North Carolina;Union County;033	precinct
2925	North Carolina;Union County;043	precinct
2926	North Carolina;Union County;023	precinct
2927	North Carolina;Union County;016	precinct
2928	North Carolina;Union County;037A	precinct
2929	North Carolina;Union County;029C	precinct
2930	North Carolina;Union County;026	precinct
2931	North Carolina;Union County;010	precinct
2932	North Carolina;Union County;013	precinct
2933	North Carolina;Union County;004	precinct
2934	North Carolina;Union County;005	precinct
2935	North Carolina;Union County;042	precinct
2936	North Carolina;Union County;018	precinct
2937	North Carolina;Union County;022	precinct
2938	North Carolina;Union County;025	precinct
2939	North Carolina;Union County;TRANSFER	transfer
2940	North Carolina;Union County;PROVISIONAL	provisional
2941	North Carolina;Union County;039	precinct
2942	North Carolina;Union County;041	precinct
2943	North Carolina;Union County;007	precinct
2944	North Carolina;Union County;029A	precinct
2945	North Carolina;Union County;CURBSIDE	curbside
2946	North Carolina;Union County;040	precinct
2947	North Carolina;Union County;029B	precinct
2948	North Carolina;Union County;015	precinct
2949	North Carolina;Union County;012	precinct
2950	North Carolina;Union County;001	precinct
2951	North Carolina;Union County;024	precinct
2952	North Carolina;Union County;008	precinct
2953	North Carolina;Union County;035	precinct
2954	North Carolina;Union County;038A	precinct
2955	North Carolina;Union County;036	precinct
2956	North Carolina;Union County;006	precinct
2957	North Carolina;Union County;028D	precinct
2958	North Carolina;Union County;027	precinct
2959	North Carolina;Union County;028C	precinct
2960	North Carolina;Union County;003	precinct
2961	North Carolina;Union County;002	precinct
2962	North Carolina;Union County;019	precinct
2963	North Carolina;Union County;020A	precinct
2964	North Carolina;Union County;030	precinct
2965	North Carolina;Union County;021	precinct
2966	North Carolina;Union County;ABSENTEE	absentee
2967	North Carolina;Union County;011	precinct
2968	North Carolina;Union County;014	precinct
2969	North Carolina;Union County;020B	precinct
2970	North Carolina;Union County;009	precinct
2971	North Carolina;Union County;032	precinct
2972	North Carolina;Union County;037B	precinct
2973	North Carolina;Vance County;EH1	precinct
2974	North Carolina;Vance County;SCRK	precinct
2975	North Carolina;Vance County;MIDD	precinct
2976	North Carolina;Vance County;NV	precinct
2977	North Carolina;Vance County;KITT	precinct
2978	North Carolina;Vance County;SH2	precinct
2979	North Carolina;Vance County;SH1	precinct
2980	North Carolina;Vance County;WH	precinct
2981	North Carolina;Vance County;NH	precinct
2982	North Carolina;Vance County;HTOP	precinct
2983	North Carolina;Vance County;NH1	precinct
2984	North Carolina;Vance County;CC	precinct
2985	North Carolina;Wake County;01-07	precinct
2986	North Carolina;Wake County;01-50	precinct
2987	North Carolina;Wake County;05-08	precinct
2988	North Carolina;Wake County;06-04	precinct
2989	North Carolina;Wake County;06-09	precinct
2990	North Carolina;Wake County;08-04	precinct
2991	North Carolina;Wake County;08-09	precinct
2992	North Carolina;Wake County;09-01	precinct
2993	North Carolina;Wake County;09-03	precinct
2994	North Carolina;Wake County;12-06	precinct
2995	North Carolina;Wake County;15-03	precinct
2996	North Carolina;Wake County;OSNB 81-91	board-of-elections
2997	North Carolina;Wake County;01-01	precinct
2998	North Carolina;Wake County;01-04	precinct
2999	North Carolina;Wake County;01-21	precinct
3000	North Carolina;Wake County;01-34	precinct
3001	North Carolina;Wake County;01-36	precinct
3002	North Carolina;Wake County;01-37	precinct
3003	North Carolina;Wake County;02-02	precinct
3004	North Carolina;Wake County;02-05	precinct
3005	North Carolina;Wake County;04-07	precinct
3006	North Carolina;Wake County;04-14	precinct
3007	North Carolina;Wake County;04-15	precinct
3008	North Carolina;Wake County;10-01	precinct
3009	North Carolina;Wake County;12-01	precinct
3010	North Carolina;Wake County;12-02	precinct
3011	North Carolina;Wake County;14-01	precinct
3012	North Carolina;Wake County;20-10	precinct
3013	North Carolina;Wake County;20-15	precinct
3014	North Carolina;Wake County;OSAB 1-40	board-of-elections
3015	North Carolina;Wake County;OSAV 1-40	board-of-elections
3016	North Carolina;Wake County;OSFB 1-40	board-of-elections
3017	North Carolina;Wake County;OSFB 81-91	board-of-elections
3018	North Carolina;Wake County;OSLL 81-91	board-of-elections
3019	North Carolina;Wake County;OSNR 41-80	board-of-elections
3020	North Carolina;Wake County;OSOP 41-80	board-of-elections
3021	North Carolina;Wake County;01-15	precinct
3022	North Carolina;Wake County;04-17	precinct
3023	North Carolina;Wake County;05-03	precinct
3024	North Carolina;Wake County;05-05	precinct
3025	North Carolina;Wake County;04-05	precinct
3026	North Carolina;Wake County;04-08	precinct
3027	North Carolina;Wake County;07-02	precinct
3028	North Carolina;Wake County;07-05	precinct
3029	North Carolina;Wake County;07-07A	precinct
3030	North Carolina;Wake County;07-11	precinct
3031	North Carolina;Wake County;16-01	precinct
3032	North Carolina;Wake County;16-04	precinct
3033	North Carolina;Wake County;PROVI 81-91	provisional
3034	North Carolina;Wake County;01-10	precinct
3035	North Carolina;Wake County;01-13	precinct
3036	North Carolina;Wake County;04-10	precinct
3037	North Carolina;Wake County;04-11	precinct
3038	North Carolina;Wake County;13-01	precinct
3039	North Carolina;Wake County;13-07	precinct
3040	North Carolina;Wake County;16-06	precinct
3041	North Carolina;Wake County;18-02	precinct
3042	North Carolina;Wake County;18-03	precinct
3043	North Carolina;Wake County;18-08	precinct
3044	North Carolina;Wake County;19-10	precinct
3045	North Carolina;Wake County;19-13	precinct
3046	North Carolina;Wake County;19-16	precinct
3047	North Carolina;Wake County;20-09	precinct
3048	North Carolina;Wake County;OSAP 41-80	board-of-elections
3049	North Carolina;Wake County;OSAP 81-91	board-of-elections
3050	North Carolina;Wake County;OSCB 81-91	board-of-elections
3051	North Carolina;Wake County;OSGR 1-40	board-of-elections
3052	North Carolina;Wake County;OSLL 41-80	board-of-elections
3053	North Carolina;Wake County;OSOP 1-40	board-of-elections
3054	North Carolina;Wake County;04-20	precinct
3055	North Carolina;Wake County;07-13	precinct
3056	North Carolina;Wake County;14-02	precinct
3057	North Carolina;Wake County;19-09	precinct
3058	North Carolina;Wake County;20-11	precinct
3059	North Carolina;Wake County;20-17	precinct
3060	North Carolina;Wake County;ABSEN 1-40	absentee
3061	North Carolina;Wake County;OSAB 81-91	board-of-elections
3062	North Carolina;Wake County;OSCA 1-40	board-of-elections
3063	North Carolina;Wake County;OSCH 41-80	board-of-elections
3064	North Carolina;Wake County;OSHS 81-91	board-of-elections
3065	North Carolina;Wake County;01-03	precinct
3066	North Carolina;Wake County;01-06	precinct
3067	North Carolina;Wake County;01-07A	precinct
3068	North Carolina;Wake County;01-09	precinct
3069	North Carolina;Wake County;01-29	precinct
3070	North Carolina;Wake County;01-51	precinct
3071	North Carolina;Wake County;03-00	precinct
3072	North Carolina;Wake County;04-02	precinct
3073	North Carolina;Wake County;04-09	precinct
3074	North Carolina;Wake County;04-13	precinct
3075	North Carolina;Wake County;19-05	precinct
3076	North Carolina;Wake County;05-01	precinct
3077	North Carolina;Wake County;08-02	precinct
3078	North Carolina;Wake County;08-07	precinct
3079	North Carolina;Wake County;20-06A	precinct
3080	North Carolina;Wake County;20-16	precinct
3081	North Carolina;Wake County;OSCB 1-40	board-of-elections
3082	North Carolina;Wake County;OSFV 81-91	board-of-elections
3083	North Carolina;Wake County;OSHS 1-40	board-of-elections
3084	North Carolina;Wake County;OSNR 81-91	board-of-elections
3085	North Carolina;Wake County;OSOP 81-91	board-of-elections
3086	North Carolina;Wake County;OSTC 81-91	board-of-elections
3087	North Carolina;Wake County;OSWD 41-80	board-of-elections
3088	North Carolina;Wake County;01-20	precinct
3089	North Carolina;Wake County;01-27	precinct
3090	North Carolina;Wake County;01-31	precinct
3091	North Carolina;Wake County;01-38	precinct
3092	North Carolina;Wake County;01-40	precinct
3093	North Carolina;Wake County;02-01	precinct
3094	North Carolina;Wake County;02-04	precinct
3095	North Carolina;Wake County;12-05	precinct
3096	North Carolina;Wake County;13-10	precinct
3097	North Carolina;Wake County;17-03	precinct
3098	North Carolina;Wake County;17-11	precinct
3099	North Carolina;Wake County;19-14	precinct
3100	North Carolina;Wake County;19-17	precinct
3101	North Carolina;Wake County;20-05	precinct
3102	North Carolina;Wake County;OSAP 1-40	board-of-elections
3103	North Carolina;Wake County;OSAV 41-80	board-of-elections
3104	North Carolina;Wake County;OSCH 81-91	board-of-elections
3105	North Carolina;Wake County;OSLL 1-40	board-of-elections
3106	North Carolina;Wake County;OSNB 1-40	board-of-elections
3107	North Carolina;Wake County;OSTC 41-80	board-of-elections
3108	North Carolina;Wake County;TRANS 41-80	transfer
3109	North Carolina;Wake County;01-42	precinct
3110	North Carolina;Wake County;01-47	precinct
3111	North Carolina;Wake County;06-05	precinct
3112	North Carolina;Wake County;08-10	precinct
3113	North Carolina;Wake County;10-04	precinct
3114	North Carolina;Wake County;16-03	precinct
3115	North Carolina;Wake County;16-05	precinct
3116	North Carolina;Wake County;16-08	precinct
3117	North Carolina;Wake County;19-11	precinct
3118	North Carolina;Wake County;OSFV 41-80	board-of-elections
3119	North Carolina;Wake County;OSGR 81-91	board-of-elections
3120	North Carolina;Wake County;OSHS 41-80	board-of-elections
3121	North Carolina;Wake County;01-23	precinct
3122	North Carolina;Wake County;01-26	precinct
3123	North Carolina;Wake County;01-35	precinct
3124	North Carolina;Wake County;01-44	precinct
3125	North Carolina;Wake County;02-03	precinct
3126	North Carolina;Wake County;04-21	precinct
3127	North Carolina;Wake County;08-08	precinct
3128	North Carolina;Wake County;12-09	precinct
3129	North Carolina;Wake County;OSZB 1-40	board-of-elections
3130	North Carolina;Wake County;OSZB 81-91	board-of-elections
3131	North Carolina;Wake County;OSCA 81-91	board-of-elections
3132	North Carolina;Wake County;01-02	precinct
3133	North Carolina;Wake County;01-05	precinct
3134	North Carolina;Wake County;01-25	precinct
3135	North Carolina;Wake County;01-28	precinct
3136	North Carolina;Wake County;01-30	precinct
3137	North Carolina;Wake County;01-32	precinct
3138	North Carolina;Wake County;01-33	precinct
3139	North Carolina;Wake County;01-49	precinct
3140	North Carolina;Wake County;06-06	precinct
3141	North Carolina;Wake County;08-06	precinct
3142	North Carolina;Wake County;10-03	precinct
3143	North Carolina;Wake County;17-05	precinct
3144	North Carolina;Wake County;PROVI 1-40	provisional
3145	North Carolina;Wake County;OSKD 81-91	board-of-elections
3146	North Carolina;Wake County;01-11	precinct
3147	North Carolina;Wake County;01-16	precinct
3148	North Carolina;Wake County;01-39	precinct
3149	North Carolina;Wake County;OSCA 41-80	board-of-elections
3150	North Carolina;Wake County;08-03	precinct
3151	North Carolina;Wake County;19-03	precinct
3152	North Carolina;Wake County;08-05	precinct
3153	North Carolina;Wake County;OSKD 41-80	board-of-elections
3154	North Carolina;Wake County;OSNB 41-80	board-of-elections
3155	North Carolina;Wake County;07-01	precinct
3156	North Carolina;Wake County;12-08	precinct
3157	North Carolina;Wake County;12-07	precinct
3158	North Carolina;Wake County;09-02	precinct
3159	North Carolina;Wake County;15-02	precinct
3160	North Carolina;Wake County;15-01	precinct
3161	North Carolina;Wake County;15-04	precinct
3162	North Carolina;Wake County;OSZB 41-80	board-of-elections
3163	North Carolina;Wake County;TRANS 1-40	transfer
3164	North Carolina;Wake County;12-04	precinct
3165	North Carolina;Wake County;OSFV 1-40	board-of-elections
3166	North Carolina;Wake County;OSCB 41-80	board-of-elections
3167	North Carolina;Wake County;OSLOB 1-40	vote-center
3168	North Carolina;Wake County;OSWA 1-40	board-of-elections
3169	North Carolina;Wake County;OSWA 81-91	board-of-elections
3170	North Carolina;Wake County;05-06	precinct
3171	North Carolina;Wake County;08-11	precinct
3172	North Carolina;Wake County;07-12	precinct
3173	North Carolina;Wake County;06-10	precinct
3174	North Carolina;Wake County;13-08	precinct
3175	North Carolina;Wake County;17-01	precinct
3176	North Carolina;Wake County;04-06	precinct
3177	North Carolina;Wake County;11-01	precinct
3178	North Carolina;Wake County;11-02	precinct
3179	North Carolina;Wake County;13-05	precinct
3180	North Carolina;Wake County;13-02	precinct
3181	North Carolina;Wake County;19-07	precinct
3182	North Carolina;Wake County;17-07	precinct
3183	North Carolina;Wake County;17-04	precinct
3184	North Carolina;Wake County;OSLOB 81-91	vote-center
3185	North Carolina;Wake County;OSCH 1-40	board-of-elections
3186	North Carolina;Wake County;OSNR 1-40	board-of-elections
3187	North Carolina;Wake County;OSWD 81-91	board-of-elections
3188	North Carolina;Wake County;20-12	precinct
3189	North Carolina;Wake County;20-14	precinct
3190	North Carolina;Wake County;01-18	precinct
3191	North Carolina;Wake County;04-03	precinct
3192	North Carolina;Wake County;04-04	precinct
3193	North Carolina;Wake County;07-04	precinct
3194	North Carolina;Wake County;07-07	precinct
3195	North Carolina;Wake County;OSAB 41-80	board-of-elections
3196	North Carolina;Wake County;18-07	precinct
3197	North Carolina;Wake County;18-01	precinct
3198	North Carolina;Wake County;18-06	precinct
3199	North Carolina;Wake County;19-15	precinct
3200	North Carolina;Wake County;19-12	precinct
3201	North Carolina;Wake County;TRANS 81-91	transfer
3202	North Carolina;Wake County;04-12	precinct
3203	North Carolina;Wake County;17-09	precinct
