Jurisdiction	Election	Contest	ReportingUnit	VoteType	Count	Status	Source	Note
Nebraska	2020 General	US President (NE)	Nebraska	total	951712	official-final		
Nebraska	2020 General	US House NE District 3	Nebraska	total	286770	official-final		
Nebraska	2020 General	US President (NE)	Nebraska;Dundy County	total	999	official-final		
