Jurisdiction	Election	Contest	ReportingUnit	VoteType	Count	Status	Source	Note
Vermont	2020 General	US President (VT)	Vermont	total	365486	official-final		
Vermont	2020 General	US House VT District 1	Vermont	total	354295	official-final
Vermont	2020 General	US President (VT)	Vermont;Isle La Motte	total	345	official-final
Vermont	2000 General	US President (VT)	Vermont	total	294308	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Vermont	2004 General	US President (VT)	Vermont	total	312309	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Vermont	2008 General	US President (VT)	Vermont	total	325046	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Vermont	2012 General	US President (VT)	Vermont	total	299290	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Vermont	2016 General	US President (VT)	Vermont	total	315077	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
