Jurisdiction	Election	Contest	ReportingUnit	VoteType	Count	Status	Source	Note
Louisiana	2020 General	US President (LA)	Louisiana	total	2148062	official-final		
Louisiana	2020 General	US House LA District 1	Louisiana	total	374369	official-final		
Louisiana	2020 General	US President (LA)	Louisiana	early	979089	official-final		
Louisiana	2020 General	US President (LA)	Louisiana;Allen Parish	total	9810	official-final		
Louisiana	2000 General	US President (LA)	Louisiana	total	1765656	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Louisiana	2004 General	US President (LA)	Louisiana	total	1943106	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Louisiana	2008 General	US President (LA)	Louisiana	total	1959085	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Louisiana	2012 General	US President (LA)	Louisiana	total	1994065	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Louisiana	2016 General	US President (LA)	Louisiana	total	2029032	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
