Jurisdiction	Election	Contest	ReportingUnit	VoteType	Count	Status	Source	Note
Massachusetts	2020 General	US President (MA)	Massachusetts	total	3631402	official-final		
Massachusetts	2020 General	US House MA District 3	Massachusetts	total	293539	official-final		
Massachusetts	2020 General	US President (MA)	Massachusetts;Nantucket County	total	7306	official-final		
