Jurisdiction	Election	Contest	ReportingUnit	VoteType	Count	Status	Source	Note
Guam	2020 General	US President (GU)	Guam	total	26383	official-final		
Guam	2020 General	GU Senate District 1	Guam	total	294744	official-final		
Guam	2020 General	US President (GU)	Guam;Mangilao	total	2207	official-final		
Guam	2020 General Runoff	US House GU Delegate	Guam	total	17557	official-final		
