Jurisdiction	Election	Contest	ReportingUnit	VoteType	Count	Status	Source	Note
Northern Mariana Islands	2020 General	US House MP Delegate	Northern Mariana Islands	total	11449	official-final		
Northern Mariana Islands	2020 General	MP Senate District 3	Northern Mariana Islands	total	10104	official-final		
Northern Mariana Islands	2020 General	MP House District 2	Northern Mariana Islands	total	1961	official-final		
Northern Mariana Islands	2020 General	US House MP Delegate	Northern Mariana Islands	early	6869	official-final		
Northern Mariana Islands	2020 General	US House MP Delegate	Northern Mariana Islands;Election District 5	total	459	official-final		
