Jurisdiction	Election	Contest	ReportingUnit	VoteType	Count	Status	Source	Note
Utah	2020 General	US President (UT)	Utah	total	1463861	official-final		
Utah	2020 General	US House UT District 1	Utah	total	337531	official-final		
Utah	2020 General	US President (UT)	Utah;Cache County	total	55630	official-final		
Utah	2000 General	US President (UT)	Utah	total	770754	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Utah	2004 General	US President (UT)	Utah	total	927844	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Utah	2008 General	US President (UT)	Utah	total	952370	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Utah	2012 General	US President (UT)	Utah	total	1017440	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Utah	2016 General	US President (UT)	Utah	total	1131430	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
