Jurisdiction	Election	Contest	ReportingUnit	VoteType	Count	Status	Source	Note
Alabama	2020 General	US President (AL)	Alabama	total	2323282	official-final		
Alabama	2020 General	US House AL District 1	Alabama	total	329075	official-final		
Alabama	2020 General	US President (AL)	Alabama;Mobile County	total	183164	official-final		
