Jurisdiction	Election	Contest	ReportingUnit	VoteType	Count	Status	Source	Note
Idaho	2020 General	US President (ID)	Idaho	total	867361	official-final		
Idaho	2020 General	US House ID District 2	Idaho	total	391333	official-final		
Idaho	2020 General	US President (ID)	Idaho;Ada County	total	259389	official-final		
Idaho	2000 General	US President (ID)	Idaho	total	501621	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Idaho	2004 General	US President (ID)	Idaho	total	598376	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Idaho	2008 General	US President (ID)	Idaho	total	655032	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Idaho	2012 General	US President (ID)	Idaho	total	652274	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
Idaho	2016 General	US President (ID)	Idaho	total	690433	official-final	https://doi.org/10.7910/DVN/VOQCHQ	
