Jurisdiction	Election	Contest	ReportingUnit	VoteType	Count	Status	Source	Note
American Samoa	2020 General	AS Governor	American Samoa	total	11861	official-final		
American Samoa	2020 General	US House AS Delegate	American Samoa	total	11749	official-final		
American Samoa	2020 General	AS House District 1	American Samoa	total	1151	official-final		
American Samoa	2020 General	US House AS Delegate	American Samoa;Eastern District	total	5700	official-final		
