Jurisdiction	Election	Contest	ReportingUnit	VoteType	Count	Status	Source	Note
Montana	2020 General	US President (MT)	Montana	total	603640	official-final		
Montana	2020 General	US House MT District 3	Montana	total	601509	official-final		
Montana	2020 General	MT Senate District 9	Montana	total	12826	official-final		
Montana	2020 General	MT House District 1	Montana	total	6734	official-final		
Montana	2020 General	US President (MT)	Montana;Deer Lodge County	total	4891	official-final		
Montana	2020 Democratic Primary	US President (MT)	Montana	total	149973	official-final		
Montana	2020 Republican Primary	US Senate MT	Montana	total	219205	official-final		
Montana	2020 Republican Primary	MT Senate District 17	Montana	total	4896	official-final		
Montana	2020 Democratic Primary	MT House District 4	Montana	total	2782	official-final		
