Jurisdiction	Election	Contest	ReportingUnit	VoteType	Count	Status	Source	Note
US Virgin Islands	2020 General	US House VI Delegate	US Virgin Islands	total	15487	official-final		
US Virgin Islands	2020 General	VI Senate District St. Croix	US Virgin Islands	total	44189	official-final		
US Virgin Islands	2020 General	US House VI Delegate	US Virgin Islands	early	7069	official-final		
