Jurisdiction	Election	Contest	ReportingUnit	VoteType	Count	Status	Source	Note
Puerto Rico	2020 General	PR Governor	Puerto Rico	total	1235521	official-final		
Puerto Rico	2020 General	US Resident Commissioner (PR)	Puerto Rico	total	1200100	official-final		
Puerto Rico	2020 General	PR Senate District 1	Puerto Rico	total	265025	official-final		
Puerto Rico	2020 General	PR House District 1	Puerto Rico	total	24808	official-final		
