Name	NumberElected	Office	PrimaryParty
WY House District 1	1	WY House District 1	
WY House District 2	1	WY House District 2	
WY House District 3	1	WY House District 3	
WY House District 4	1	WY House District 4	
WY House District 5	1	WY House District 5	
WY House District 6	1	WY House District 6	
WY House District 7	1	WY House District 7	
WY House District 8	1	WY House District 8	
WY House District 9	1	WY House District 9	
WY House District 10	1	WY House District 10	
WY House District 11	1	WY House District 11	
WY House District 12	1	WY House District 12	
WY House District 13	1	WY House District 13	
WY House District 14	1	WY House District 14	
WY House District 15	1	WY House District 15	
WY House District 16	1	WY House District 16	
WY House District 17	1	WY House District 17	
WY House District 18	1	WY House District 18	
WY House District 19	1	WY House District 19	
WY House District 20	1	WY House District 20	
WY House District 21	1	WY House District 21	
WY House District 22	1	WY House District 22	
WY House District 23	1	WY House District 23	
WY House District 24	1	WY House District 24	
WY House District 25	1	WY House District 25	
WY House District 26	1	WY House District 26	
WY House District 27	1	WY House District 27	
WY House District 28	1	WY House District 28	
WY House District 29	1	WY House District 29	
WY House District 30	1	WY House District 30	
WY House District 31	1	WY House District 31	
WY House District 32	1	WY House District 32	
WY House District 33	1	WY House District 33	
WY House District 34	1	WY House District 34	
WY House District 35	1	WY House District 35	
WY House District 36	1	WY House District 36	
WY House District 37	1	WY House District 37	
WY House District 38	1	WY House District 38	
WY House District 39	1	WY House District 39	
WY House District 40	1	WY House District 40	
WY House District 41	1	WY House District 41	
WY House District 42	1	WY House District 42	
WY House District 43	1	WY House District 43	
WY House District 44	1	WY House District 44	
WY House District 45	1	WY House District 45	
WY House District 46	1	WY House District 46	
WY House District 47	1	WY House District 47	
WY House District 48	1	WY House District 48	
WY House District 49	1	WY House District 49	
WY House District 50	1	WY House District 50	
WY House District 51	1	WY House District 51	
WY House District 52	1	WY House District 52	
WY House District 53	1	WY House District 53	
WY House District 54	1	WY House District 54	
WY House District 55	1	WY House District 55	
WY House District 56	1	WY House District 56	
WY House District 57	1	WY House District 57	
WY House District 58	1	WY House District 58	
WY House District 59	1	WY House District 59	
WY House District 60	1	WY House District 60	
WY Senate District 1	1	WY Senate District 1	
WY Senate District 2	1	WY Senate District 2	
WY Senate District 3	1	WY Senate District 3	
WY Senate District 4	1	WY Senate District 4	
WY Senate District 5	1	WY Senate District 5	
WY Senate District 6	1	WY Senate District 6	
WY Senate District 7	1	WY Senate District 7	
WY Senate District 8	1	WY Senate District 8	
WY Senate District 9	1	WY Senate District 9	
WY Senate District 10	1	WY Senate District 10	
WY Senate District 11	1	WY Senate District 11	
WY Senate District 12	1	WY Senate District 12	
WY Senate District 13	1	WY Senate District 13	
WY Senate District 14	1	WY Senate District 14	
WY Senate District 15	1	WY Senate District 15	
WY Senate District 16	1	WY Senate District 16	
WY Senate District 17	1	WY Senate District 17	
WY Senate District 18	1	WY Senate District 18	
WY Senate District 19	1	WY Senate District 19	
WY Senate District 20	1	WY Senate District 20	
WY Senate District 21	1	WY Senate District 21	
WY Senate District 22	1	WY Senate District 22	
WY Senate District 23	1	WY Senate District 23	
WY Senate District 24	1	WY Senate District 24	
WY Senate District 25	1	WY Senate District 25	
WY Senate District 26	1	WY Senate District 26	
WY Senate District 27	1	WY Senate District 27	
WY Senate District 28	1	WY Senate District 28	
WY Senate District 29	1	WY Senate District 29	
WY Senate District 30	1	WY Senate District 30	
US House WY District 1	1	US House WY District 1	
US President (WY)	1	US President (WY)	
WY Governor	1	WY Governor	
US Senate WY	1	US Senate WY	
WY Attorney General	1	WY Attorney General	
WY Lieutenant Governor	1	WY Lieutenant Governor	
WY State Treasurer	1	WY State Treasurer
WY Secretary of State	1	WY Secretary of State	
WY State Auditor	1	WY State Auditor
WY Superintendent of Public Instruction	1	WY Superintendent of Public Instruction
