Name	NumberElected	Office	PrimaryParty
KS House District 1	1	KS House District 1	
KS House District 2	1	KS House District 2	
KS House District 3	1	KS House District 3	
KS House District 4	1	KS House District 4	
KS House District 5	1	KS House District 5	
KS House District 6	1	KS House District 6	
KS House District 7	1	KS House District 7	
KS House District 8	1	KS House District 8	
KS House District 9	1	KS House District 9	
KS House District 10	1	KS House District 10	
KS House District 11	1	KS House District 11	
KS House District 12	1	KS House District 12	
KS House District 13	1	KS House District 13	
KS House District 14	1	KS House District 14	
KS House District 15	1	KS House District 15	
KS House District 16	1	KS House District 16	
KS House District 17	1	KS House District 17	
KS House District 18	1	KS House District 18	
KS House District 19	1	KS House District 19	
KS House District 20	1	KS House District 20	
KS House District 21	1	KS House District 21	
KS House District 22	1	KS House District 22	
KS House District 23	1	KS House District 23	
KS House District 24	1	KS House District 24	
KS House District 25	1	KS House District 25	
KS House District 26	1	KS House District 26	
KS House District 27	1	KS House District 27	
KS House District 28	1	KS House District 28	
KS House District 29	1	KS House District 29	
KS House District 30	1	KS House District 30	
KS House District 31	1	KS House District 31	
KS House District 32	1	KS House District 32	
KS House District 33	1	KS House District 33	
KS House District 34	1	KS House District 34	
KS House District 35	1	KS House District 35	
KS House District 36	1	KS House District 36	
KS House District 37	1	KS House District 37	
KS House District 38	1	KS House District 38	
KS House District 39	1	KS House District 39	
KS House District 40	1	KS House District 40	
KS House District 41	1	KS House District 41	
KS House District 42	1	KS House District 42	
KS House District 43	1	KS House District 43	
KS House District 44	1	KS House District 44	
KS House District 45	1	KS House District 45	
KS House District 46	1	KS House District 46	
KS House District 47	1	KS House District 47	
KS House District 48	1	KS House District 48	
KS House District 49	1	KS House District 49	
KS House District 50	1	KS House District 50	
KS House District 51	1	KS House District 51	
KS House District 52	1	KS House District 52	
KS House District 53	1	KS House District 53	
KS House District 54	1	KS House District 54	
KS House District 55	1	KS House District 55	
KS House District 56	1	KS House District 56	
KS House District 57	1	KS House District 57	
KS House District 58	1	KS House District 58	
KS House District 59	1	KS House District 59	
KS House District 60	1	KS House District 60	
KS House District 61	1	KS House District 61	
KS House District 62	1	KS House District 62	
KS House District 63	1	KS House District 63	
KS House District 64	1	KS House District 64	
KS House District 65	1	KS House District 65	
KS House District 66	1	KS House District 66	
KS House District 67	1	KS House District 67	
KS House District 68	1	KS House District 68	
KS House District 69	1	KS House District 69	
KS House District 70	1	KS House District 70	
KS House District 71	1	KS House District 71	
KS House District 72	1	KS House District 72	
KS House District 73	1	KS House District 73	
KS House District 74	1	KS House District 74	
KS House District 75	1	KS House District 75	
KS House District 76	1	KS House District 76	
KS House District 77	1	KS House District 77	
KS House District 78	1	KS House District 78	
KS House District 79	1	KS House District 79	
KS House District 80	1	KS House District 80	
KS House District 81	1	KS House District 81	
KS House District 82	1	KS House District 82	
KS House District 83	1	KS House District 83	
KS House District 84	1	KS House District 84	
KS House District 85	1	KS House District 85	
KS House District 86	1	KS House District 86	
KS House District 87	1	KS House District 87	
KS House District 88	1	KS House District 88	
KS House District 89	1	KS House District 89	
KS House District 90	1	KS House District 90	
KS House District 91	1	KS House District 91	
KS House District 92	1	KS House District 92	
KS House District 93	1	KS House District 93	
KS House District 94	1	KS House District 94	
KS House District 95	1	KS House District 95	
KS House District 96	1	KS House District 96	
KS House District 97	1	KS House District 97	
KS House District 98	1	KS House District 98	
KS House District 99	1	KS House District 99	
KS House District 100	1	KS House District 100	
KS House District 101	1	KS House District 101	
KS House District 102	1	KS House District 102	
KS House District 103	1	KS House District 103	
KS House District 104	1	KS House District 104	
KS House District 105	1	KS House District 105	
KS House District 106	1	KS House District 106	
KS House District 107	1	KS House District 107	
KS House District 108	1	KS House District 108	
KS House District 109	1	KS House District 109	
KS House District 110	1	KS House District 110	
