Name	ElectionDistrict
GA House District 1	Georgia;GA House District 1
GA House District 2	Georgia;GA House District 2
GA House District 3	Georgia;GA House District 3
GA House District 4	Georgia;GA House District 4
GA House District 5	Georgia;GA House District 5
GA House District 6	Georgia;GA House District 6
GA House District 7	Georgia;GA House District 7
GA House District 8	Georgia;GA House District 8
GA House District 9	Georgia;GA House District 9
GA House District 10	Georgia;GA House District 10
GA House District 11	Georgia;GA House District 11
GA House District 12	Georgia;GA House District 12
GA House District 13	Georgia;GA House District 13
GA House District 14	Georgia;GA House District 14
GA House District 15	Georgia;GA House District 15
GA House District 16	Georgia;GA House District 16
GA House District 17	Georgia;GA House District 17
GA House District 18	Georgia;GA House District 18
GA House District 19	Georgia;GA House District 19
GA House District 20	Georgia;GA House District 20
GA House District 21	Georgia;GA House District 21
GA House District 22	Georgia;GA House District 22
GA House District 23	Georgia;GA House District 23
GA House District 24	Georgia;GA House District 24
GA House District 25	Georgia;GA House District 25
GA House District 26	Georgia;GA House District 26
GA House District 27	Georgia;GA House District 27
GA House District 28	Georgia;GA House District 28
GA House District 29	Georgia;GA House District 29
GA House District 30	Georgia;GA House District 30
GA House District 31	Georgia;GA House District 31
GA House District 32	Georgia;GA House District 32
GA House District 33	Georgia;GA House District 33
GA House District 34	Georgia;GA House District 34
GA House District 35	Georgia;GA House District 35
GA House District 36	Georgia;GA House District 36
GA House District 37	Georgia;GA House District 37
GA House District 38	Georgia;GA House District 38
GA House District 39	Georgia;GA House District 39
GA House District 40	Georgia;GA House District 40
GA House District 41	Georgia;GA House District 41
GA House District 42	Georgia;GA House District 42
GA House District 43	Georgia;GA House District 43
GA House District 44	Georgia;GA House District 44
GA House District 45	Georgia;GA House District 45
GA House District 46	Georgia;GA House District 46
GA House District 47	Georgia;GA House District 47
GA House District 48	Georgia;GA House District 48
GA House District 49	Georgia;GA House District 49
GA House District 50	Georgia;GA House District 50
GA House District 51	Georgia;GA House District 51
GA House District 52	Georgia;GA House District 52
GA House District 53	Georgia;GA House District 53
GA House District 54	Georgia;GA House District 54
GA House District 55	Georgia;GA House District 55
GA House District 56	Georgia;GA House District 56
GA House District 57	Georgia;GA House District 57
GA House District 58	Georgia;GA House District 58
GA House District 59	Georgia;GA House District 59
GA House District 60	Georgia;GA House District 60
GA House District 61	Georgia;GA House District 61
GA House District 62	Georgia;GA House District 62
GA House District 63	Georgia;GA House District 63
GA House District 64	Georgia;GA House District 64
GA House District 65	Georgia;GA House District 65
GA House District 66	Georgia;GA House District 66
GA House District 67	Georgia;GA House District 67
GA House District 68	Georgia;GA House District 68
GA House District 69	Georgia;GA House District 69
GA House District 70	Georgia;GA House District 70
GA House District 71	Georgia;GA House District 71
GA House District 72	Georgia;GA House District 72
GA House District 73	Georgia;GA House District 73
GA House District 74	Georgia;GA House District 74
GA House District 75	Georgia;GA House District 75
GA House District 76	Georgia;GA House District 76
GA House District 77	Georgia;GA House District 77
GA House District 78	Georgia;GA House District 78
GA House District 79	Georgia;GA House District 79
GA House District 80	Georgia;GA House District 80
GA House District 81	Georgia;GA House District 81
GA House District 82	Georgia;GA House District 82
GA House District 83	Georgia;GA House District 83
GA House District 84	Georgia;GA House District 84
GA House District 85	Georgia;GA House District 85
GA House District 86	Georgia;GA House District 86
GA House District 87	Georgia;GA House District 87
GA House District 88	Georgia;GA House District 88
GA House District 89	Georgia;GA House District 89
GA House District 90	Georgia;GA House District 90
GA House District 91	Georgia;GA House District 91
GA House District 92	Georgia;GA House District 92
GA House District 93	Georgia;GA House District 93
GA House District 94	Georgia;GA House District 94
GA House District 95	Georgia;GA House District 95
GA House District 96	Georgia;GA House District 96
GA House District 97	Georgia;GA House District 97
GA House District 98	Georgia;GA House District 98
GA House District 99	Georgia;GA House District 99
GA House District 100	Georgia;GA House District 100
GA House District 101	Georgia;GA House District 101
GA House District 102	Georgia;GA House District 102
GA House District 103	Georgia;GA House District 103
GA House District 104	Georgia;GA House District 104
GA House District 105	Georgia;GA House District 105
GA House District 106	Georgia;GA House District 106
GA House District 107	Georgia;GA House District 107
GA House District 108	Georgia;GA House District 108
GA House District 109	Georgia;GA House District 109
GA House District 110	Georgia;GA House District 110
GA House District 111	Georgia;GA House District 111
GA House District 112	Georgia;GA House District 112
GA House District 113	Georgia;GA House District 113
GA House District 114	Georgia;GA House District 114
GA House District 115	Georgia;GA House District 115
GA House District 116	Georgia;GA House District 116
GA House District 117	Georgia;GA House District 117
GA House District 118	Georgia;GA House District 118
GA House District 119	Georgia;GA House District 119
GA House District 120	Georgia;GA House District 120
GA House District 121	Georgia;GA House District 121
GA House District 122	Georgia;GA House District 122
GA House District 123	Georgia;GA House District 123
GA House District 124	Georgia;GA House District 124
GA House District 125	Georgia;GA House District 125
GA House District 126	Georgia;GA House District 126
GA House District 127	Georgia;GA House District 127
GA House District 128	Georgia;GA House District 128
GA House District 129	Georgia;GA House District 129
GA House District 130	Georgia;GA House District 130
GA House District 131	Georgia;GA House District 131
GA House District 132	Georgia;GA House District 132
GA House District 133	Georgia;GA House District 133
GA House District 134	Georgia;GA House District 134
GA House District 135	Georgia;GA House District 135
GA House District 136	Georgia;GA House District 136
GA House District 137	Georgia;GA House District 137
GA House District 138	Georgia;GA House District 138
GA House District 139	Georgia;GA House District 139
GA House District 140	Georgia;GA House District 140
GA House District 141	Georgia;GA House District 141
GA House District 142	Georgia;GA House District 142
GA House District 143	Georgia;GA House District 143
GA House District 144	Georgia;GA House District 144
GA House District 145	Georgia;GA House District 145
GA House District 146	Georgia;GA House District 146
GA House District 147	Georgia;GA House District 147
GA House District 148	Georgia;GA House District 148
GA House District 149	Georgia;GA House District 149
GA House District 150	Georgia;GA House District 150
