Name	ElectionDistrict
GA House District 151	Georgia;GA House District 151
GA House District 152	Georgia;GA House District 152
GA House District 153	Georgia;GA House District 153
GA House District 154	Georgia;GA House District 154
GA House District 155	Georgia;GA House District 155
GA House District 156	Georgia;GA House District 156
GA House District 157	Georgia;GA House District 157
GA House District 158	Georgia;GA House District 158
GA House District 159	Georgia;GA House District 159
GA House District 160	Georgia;GA House District 160
GA House District 161	Georgia;GA House District 161
GA House District 162	Georgia;GA House District 162
GA House District 163	Georgia;GA House District 163
GA House District 164	Georgia;GA House District 164
GA House District 165	Georgia;GA House District 165
GA House District 166	Georgia;GA House District 166
GA House District 167	Georgia;GA House District 167
GA House District 168	Georgia;GA House District 168
GA House District 169	Georgia;GA House District 169
GA House District 170	Georgia;GA House District 170
GA House District 171	Georgia;GA House District 171
GA House District 172	Georgia;GA House District 172
GA House District 173	Georgia;GA House District 173
GA House District 174	Georgia;GA House District 174
GA House District 175	Georgia;GA House District 175
GA House District 176	Georgia;GA House District 176
GA House District 177	Georgia;GA House District 177
GA House District 178	Georgia;GA House District 178
GA House District 179	Georgia;GA House District 179
GA House District 180	Georgia;GA House District 180
GA Senate District 1	Georgia;GA Senate District 1
GA Senate District 2	Georgia;GA Senate District 2
GA Senate District 3	Georgia;GA Senate District 3
GA Senate District 4	Georgia;GA Senate District 4
GA Senate District 5	Georgia;GA Senate District 5
GA Senate District 6	Georgia;GA Senate District 6
GA Senate District 7	Georgia;GA Senate District 7
GA Senate District 8	Georgia;GA Senate District 8
GA Senate District 9	Georgia;GA Senate District 9
GA Senate District 10	Georgia;GA Senate District 10
GA Senate District 11	Georgia;GA Senate District 11
GA Senate District 12	Georgia;GA Senate District 12
GA Senate District 13	Georgia;GA Senate District 13
GA Senate District 14	Georgia;GA Senate District 14
GA Senate District 15	Georgia;GA Senate District 15
GA Senate District 16	Georgia;GA Senate District 16
GA Senate District 17	Georgia;GA Senate District 17
GA Senate District 18	Georgia;GA Senate District 18
GA Senate District 19	Georgia;GA Senate District 19
GA Senate District 20	Georgia;GA Senate District 20
GA Senate District 21	Georgia;GA Senate District 21
GA Senate District 22	Georgia;GA Senate District 22
GA Senate District 23	Georgia;GA Senate District 23
GA Senate District 24	Georgia;GA Senate District 24
GA Senate District 25	Georgia;GA Senate District 25
GA Senate District 26	Georgia;GA Senate District 26
GA Senate District 27	Georgia;GA Senate District 27
GA Senate District 28	Georgia;GA Senate District 28
GA Senate District 29	Georgia;GA Senate District 29
GA Senate District 30	Georgia;GA Senate District 30
GA Senate District 31	Georgia;GA Senate District 31
GA Senate District 32	Georgia;GA Senate District 32
GA Senate District 33	Georgia;GA Senate District 33
GA Senate District 34	Georgia;GA Senate District 34
GA Senate District 35	Georgia;GA Senate District 35
GA Senate District 36	Georgia;GA Senate District 36
GA Senate District 37	Georgia;GA Senate District 37
GA Senate District 38	Georgia;GA Senate District 38
GA Senate District 39	Georgia;GA Senate District 39
GA Senate District 40	Georgia;GA Senate District 40
GA Senate District 41	Georgia;GA Senate District 41
GA Senate District 42	Georgia;GA Senate District 42
GA Senate District 43	Georgia;GA Senate District 43
GA Senate District 44	Georgia;GA Senate District 44
GA Senate District 45	Georgia;GA Senate District 45
GA Senate District 46	Georgia;GA Senate District 46
GA Senate District 47	Georgia;GA Senate District 47
GA Senate District 48	Georgia;GA Senate District 48
GA Senate District 49	Georgia;GA Senate District 49
GA Senate District 50	Georgia;GA Senate District 50
GA Senate District 51	Georgia;GA Senate District 51
GA Senate District 52	Georgia;GA Senate District 52
GA Senate District 53	Georgia;GA Senate District 53
GA Senate District 54	Georgia;GA Senate District 54
GA Senate District 55	Georgia;GA Senate District 55
GA Senate District 56	Georgia;GA Senate District 56
US House GA District 1	Georgia;US House GA District 1
US House GA District 2	Georgia;US House GA District 2
US House GA District 3	Georgia;US House GA District 3
US House GA District 4	Georgia;US House GA District 4
US House GA District 5	Georgia;US House GA District 5
US House GA District 6	Georgia;US House GA District 6
US House GA District 7	Georgia;US House GA District 7
US House GA District 8	Georgia;US House GA District 8
US House GA District 9	Georgia;US House GA District 9
US House GA District 10	Georgia;US House GA District 10
US House GA District 11	Georgia;US House GA District 11
US House GA District 12	Georgia;US House GA District 12
US House GA District 13	Georgia;US House GA District 13
US House GA District 14	Georgia;US House GA District 14
US President (GA)	Georgia
GA Governor	Georgia
US Senate GA	Georgia
GA Attorney General	Georgia
GA Lieutenant Governor	Georgia
GA Treasurer	Georgia
GA Secretary of State	Georgia
GA State School Superintendent	Georgia
GA Commissioner of Agriculture	Georgia
GA Commissioner of Labor	Georgia
GA Commissioner of Insurance	Georgia
